ref|label|hilo|item|login|fechaini|fechafin|detail|group|type|typename|unitprogram|unit|price
|EJECUCION DE MUROS PORTANTES CURVOS  EN HORMIGON ARMADO TIPO H25, PARA AREA AUDITORIO, DE ACUERDO CON DETALLE ARQUITECTONICO Y A LOS PLANOS ESTRUCTURALES Y ET||26|carguedas|02/02/2016|20/10/2016||0|||56.04|M3|2,915.11
| EJECUCION DE COLUMNAS CIRCULARES DE HORMIGON ARMADO, TIPO H25 DE ACUERDO A LAS DIMENSIONES SENALADAS EN PLANOS ESTRUCTURALES, SEGUN ET.||27|carguedas|02/02/2016|20/10/2016||0|||3.84|M3|2,501.52
| EJECUCION DE COLUMNAS RECTANGULARES DE HORMIGON ARMADO, TIPO H25 DE ACUERDO A LAS DIMENSIONES SENALADAS EN PLANOS ESTRUCTURALES Y ET.||28|carguedas|02/02/2016|20/10/2016||0|||73.69|M3|2,451.80
|EJECUCION DE VIGAS NORMALES TIPO DINTEL CON HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO Y ET||29|carguedas|02/02/2016|20/10/2016||0|||291.3|M3|2,451.80
|EJECUCION DE VIGAS NORMALES TIPO DINTEL DE SECCION VARIABLE EN HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO Y ET||30|carguedas|02/02/2016|20/10/2016||0|||2.09|M3|2,451.80
|EJECUCION DE VIGAS NORMALES TIPO DINTEL CURVAS, PARA GRADERIAS EN HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO Y ET||31|carguedas|02/02/2016|20/10/2016||0|||15.29|M3|2,501.52
|EJECUCION DE VIGAS PLANAS DE CON HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO. INCLUYE LA EJECUCION DE CORDONES TIPO PRETIL.||32|carguedas|02/02/2016|20/10/2016||0|||2.96|M3|2,451.80
|EJECUCION DE VIGAS INVERTIDAS DE HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO Y ET||33|carguedas|02/02/2016|20/10/2016||0|||6.56|M3|2,451.80
|EJECUCION DE ENTREPISO NERVURADO, CON ESPESOR TOTAL DE 0.15 M (0.05M DE LOSA DE COMPRESION) EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.||34|carguedas|02/02/2016|20/10/2016||0|||6.81|M3|2,562.85
|EJECUCION DE ENTREPISO NERVURADO, CON ESPESOR TOTAL DE 0.25 M (0.05M DE LOSA DE COMPRESION) EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.||35|carguedas|02/02/2016|20/10/2016||0|||221.27|M3|2,562.85
|EJECUCION DE ENTREPISO NERVURADO, CON ESPESOR TOTAL DE 0.30 M (0.05M DE LOSA DE COMPRESION) EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.||36|carguedas|02/02/2016|20/10/2016||0|||202.75|M3|2,513.13
|EJECUCION DE ENTREPISO NERVURADO, CON ESPESOR TOTAL DE 0.35 M (0.05M DE LOSA DE COMPRESION) EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.||37|carguedas|02/02/2016|20/10/2016||0|||92.41|M3|2,513.13
|EJECUCION DE LOSAS MACIZAS, CON ESPESOR DE 0.15 M EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LOS PLANOS ESTRUCTURALES.||38|carguedas|02/02/2016|20/10/2016||0|||8.9|M3|2,513.13
|EJECUCION DE ABACOS PERDIDOS, CON ALTURA DE 0.30 M EN HORMIGON ARMADO TIPO H25, DE ACUERDO A PLANOS ESTRUCTURALES.||39|carguedas|02/02/2016|20/10/2016||0|||1.5|M3|2,513.13
|BORDE TIPO BOTAGUAS EN HORMIGON ARMADO TIPO H25, EN LOSAS Y VIGAS||40|carguedas|02/02/2016|20/10/2016||0|||3.96|M3|2,463.40
|EJECUCION DE ESCALERAS Y LOSAS DE DESCANSO LLENAS, CON ESPESOR DE 0.15 M EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LOS PLANOS ESTRUCTURALES.||41|carguedas|02/02/2016|20/10/2016||0|||43.95|M3|2,600.95
|EJECUCION DE LOSAS DE HORMIGON TIPO B (H20) SOBRE TERRENO, ESPESOR 0.10M, INCLUYENDO COMPACTACION, HORMIGON DE LIMPIEZA, AISLANTE HIDROFUGO, SEGUN ET SEC. 03 90 01||42|carguedas|02/02/2016|20/10/2016||0|||84.7|M3|1,719.55
|S||43|carguedas|02/02/2016|20/10/2016||0|||211,163.00|KG|14.89
|SUMINISTRO, CORTADO, COLOCADO Y SUJECION BLOQUES DE STYROPOR PARA LA CONFORMACION DE LA LOSA ALIGERADA EN DIMENSIONES DE 0.40X0.40X0.20M DE ACUERDO CON LAS ET.||44|carguedas|02/02/2016|20/10/2016||0|||7,254.00|PZA|28.25
|SUMINISTRO, CORTADO, COLOCADO Y SUJECION BLOQUES DE STYROPOR PARA LA CONFORMACION DE LA LOSA ALIGERADA EN DIMENSIONES DE 0.40X0.40X0.25M DE ACUERDO CON LAS ET.||45|carguedas|02/02/2016|20/10/2016||0|||5,792.00|PZA|15.27
|SUMINISTRO, CORTADO, COLOCADO Y SUJECION BLOQUES DE STYROPOR PARA LA CONFORMACION DE LA LOSA ALIGERADA EN DIMENSIONES DE 0.40X0.40X0.30M DE ACUERDO CON LAS ET.||46|carguedas|02/02/2016|20/10/2016||0|||369|PZA|18.01
|SUMINISTRO, CORTADO, COLOCADO Y SUJECION BLOQUES DE STYROPOR PARA LA CONFORMACION DE LA LOSA ALIGERADA EN DIMENSIONES DE 1.00X0.40X0.10M DE ACUERDO CON LAS ET.||47|carguedas|02/02/2016|20/10/2016||0|||194|PZA|15.27
|ENTRAMADO METALICO PARA CONFORMACION DEL ENTARIMADO DE ESCENARIO, CONFORMADO POR PERFILES TUBULARES 150X100X3||48|carguedas|02/02/2016|20/10/2016||0|||1,224.00|KG|31.99
|EJECUCION Y MONTAJE DE LA ESTRUCTURA METALICA DE CUBIERTA, MEDIANTE PERFILES TUBULARES, DE ACUERDO A DISENO ESPECIFICO Y A LAS ET. LA ESTRUCTURA COMPRENDE:  - SUPERFICIE HORIZONTAL CUBIERTA 84 M2.- ENTRAMADO A||49|carguedas|02/02/2016|20/10/2016||0|||750|KG|47.12
|ARQUITECTURA|||carguedas||||1|||||
|MAMPOSTERIA - MUROS Y ALBANILERIA|||carguedas||||1|||||
|MUROS DE MAMPOSTERIA DE LADRILLO 6H PARA REVESTIR, ESPESOR ACABADO 0,20 M, DESTINADO A MUROS  EXTERNOS. ESPECIFICACIONES SEC. 501||50|carguedas|08/02/2016|08/02/2017||0|||1,298.60|M2|156.37
|MUROS DE MAMPOSTERIA DE LADRILLO HUECO 6H PARA REVESTIR, ESPESOR  ACABADO 0,15 M, DESTINADO A DIVISION DE AMBIENTES. ESPECIFICACIONES SEC. 501||51|carguedas|08/02/2016|08/02/2017||0|||2,177.00|M2|147.75
|MUROS DE MAMPOSTERIA DE LADRILLO HUECO PARA REVESTIR, ESPESOR ACABADO 0,10 M , DESTINADO A MUROS  DE SHAFTS. ESPECIFICACIONES SEC. 501||52|carguedas|08/02/2016|08/02/2017||0|||101|M2|127.48
|BORDILLO DE HORMIGON EN LOSA DE CUBIERTA, CON ALTURA DE 20 CM PARA REMATE Y PROTECCION DE MANTA DE IMPERMEABILIZACION EN SU PERIMETRO. PLANO DE DETALLE No D14.||53|carguedas|08/02/2016|08/02/2017||0|||94|ML|186.46
|BORDILLO DE HORMIGON ARMADO   EN LOS SECTORES DE ACCESO A CUBIERTAS.||54|carguedas|08/02/2016|08/02/2017||0|||4|ML|138.74
|BORDILLO DE HORMIGON ARMADO  PARA CONFORMACION DE BORDE  DE JARDINERAS EN PLANTA BAJA H= 20 CM.   PLANO DE DETALLE D17.||55|carguedas|08/02/2016|08/02/2017||0|||55|ML|126.24
|IMPERMEABILIZACIONES|||carguedas||||1|||||
|IMPERMEABILIZACION DE LOSAS DE CUBIERTA, MEDIANTE MEMBRANA ASFALTICA DE 4 MM CON REVESTIMIENTO DE ALUMINIO. PLANO DE DETALLE No D14.  ESPECIFICACIONES SEC. 601||56|carguedas|08/02/2016|08/02/2017||0|||598|M2|116.65
|IMPERMEABILIZACION DE LOSA DE INGRESOS EN PLANTA BAJA Y PISO DE LA TERRAZA EN LA GALERIA, MEDIANTE MEMBRANA ASFALTICA DE 4MM. ESPECIFICACIONES SEC. 601||57|carguedas|08/02/2016|08/02/2017||0|||115|M2|116.65
|IMPERMEABILIZACION DE JARDINERAS DE PLANTA BAJA Y TERRAZA CON PINTURA RECUPLAST. PLANO DE DETALLE No D15. ESPECIFICACIONES SEC. 602||58|carguedas|08/02/2016|08/02/2017||0|||88|M2|63.4
|IMPERMEABILIZACION DE LOS TANQUES DE AGUA. ESPECIFICACIONES SEC. 603||59|carguedas|08/02/2016|08/02/2017||0|||64|M2|101.28
|SELLADO IMPERMEABLE, TRANSPARENTE MATE Y REPELENTE DE AGUA, PARA ESTRUCTURAS DE HORMIGON VISTO. ESPECIFICACIONES SEC. 604||60|carguedas|08/02/2016|08/02/2017||0|||448|M2|31.68
|IMPERMEABILIZACION DE LA CARA POSTERIOR DE LOS MUROS DE CONTENCION CON POLIETILENO DE 200 MICRONES CON TRANSLAPES DE 0.30 M, SEGUN DETALLE PL. ES18 Y ET.||61|carguedas|08/02/2016|08/02/2017||0|||756|M2|62.98
|REVESTIMIENTO DE FACHADAS|||carguedas||||1|||||
|FACHADA DE MUROS EXTERIORES  CON REVOQUE DE MORTERO DE CAL HIDRATADA, CEMENTO Y ARENA, INCLUYE BUNAS. ESPECIFICACIONES SEC.  605||62|carguedas|08/02/2016|08/02/2017||0|||2,189.21|M2|151.52
|BOTAGUAS PREFABRICADOS DE HORMIGON ARMADO. PLANO DE DETALLE No D16.  ESPECIFICACIONES SEC. 607||63|carguedas|08/02/2016|08/02/2017||0|||106.33|ML|128.7
|REVOQUE DE MUROS EXTERIORES CON MORTERO DE CEMENTO CON ACABADO TIPO HORMIGON VISTO||64|carguedas|08/02/2016|08/02/2017||0|||460|M2|247.55
|JARDINES EN PLANTA BAJA, INCLUYE ACABADO, DRENAJES, GRAVA Y TIERRA. PLANO DE DETALLE No D17.||65|carguedas|08/02/2016|08/02/2017||0|||165|M2|130.06
|JARDINES EN TERRAZA DE GALERIA, INCLUYE ACABADO, DRENAJES, GRAVA Y TIERRA. PLANO DE DETALLE No D15.||66|carguedas|08/02/2016|08/02/2017||0|||30|M2|130.06
|REVESTIMIENTO DE CIELOS|||carguedas||||1|||||
|CIELO RASO DE YESO ENLUCIDO SOBRE LOSA. ESPECIFICACIONES SEC. 610||67|carguedas|08/02/2016|08/02/2017||0|||1,107.00|M2|86.17
|PROVISION E INSTALACION DE CIELO RASO FALSO CON PLACAS ARMSTRONG, TIPO ULTIMA VECTOR 1920, TEXTURA FINA, CON SISTEMA DE SUSPENCION T. PLANO DE DETALLE No D13. ESPECIFICACIONES SEC. 611||68|carguedas|08/02/2016|08/02/2017||0|||596|M2|201.83
|CIELO RASO FALSO DE CARTON YESO, SOBRE ENTRAMADO METALICO. PLANO DE DETALLE No D6.ESPECIFICACIONES SEC.  612||69|carguedas|08/02/2016|08/02/2017||0|||1,836.00|M2|191.35
|PROVISION E INSTALACION DE CIELO RASO FALSO CON PLACAS DE MADERA CEDRO, CON SISTEMA METALICO INCLUIDO .||70|carguedas|08/02/2016|08/02/2017||0|||199|M2|175.07
|CENEFA DE PANEL AMSTRONG PARA LA COLOCACION DE LUZ INDIRECTA EN CIELO FALSO Y PLAFONES EN AREAS INDICADAS DEL TEATRO, ESP. 649||71|carguedas|08/02/2016|08/02/2017||0|||47|ML|284.37
|REVESTIMIENTO DE MUROS|||carguedas||||1|||||
|REVOQUE DE MUROS INTERIORES CON YESO. ESPECIFICACIONES SEC. 617||72|carguedas|08/02/2016|08/02/2017||0|||6,060.00|M2|78.94
|REVESTIMIENTO DE MUROS DE BANOS, CON CERAMICA ESMALTADA DE PRIMERA, INCLUYE CORTES A 45º, PIEZAS DE 41 X 41 CM. ESPECIFICACIONES SEC. 620||73|carguedas|08/02/2016|08/02/2017||0|||631.76|M2|236.81
|REVESTIMIENTO DE MUROS DE COCINETAS, CON CERAMICA ESMALTADA DE PRIMERA, INCLUYE CORTES A 45º, PIEZAS DE 41 X 41 CM. ESPECIFICACIONES SEC. 620||74|carguedas|08/02/2016|08/02/2017||0|||128.58|M2|236.81
|MURO CON REVESTIMIENTO DE GRANITO PARA MESONES DE INGRESO PARA SEGURIDAD Y CONTROL. ESPECIFICACIONES SEC. 621||75|carguedas|08/02/2016|08/02/2017||0|||1|PZA|12,494.82
|REVESTIMIENTO ACUSTICO DE  MADERA CEDRO EN MUROS DEL TEATRO. PLANO DE DETALLE No D5 . ESPECIFICACIONES.||76|carguedas|08/02/2016|08/02/2017||0|||329|M2|325.81
|REVESTIMIENTO DE MUROS EXTERIOR DEL TEATRO, CON PIEDRA TARIJA   ESPECIFICACIONES.||77|carguedas|08/02/2016|08/02/2017||0|||136|M2|313.37
|REVESTIMIENTO DE PISOS|||carguedas||||1|||||
|CONTRAPISOS SOBRE LOSAS DE PISOS. ESPECIFICACIONES SEC. 625||78|carguedas|08/02/2016|08/02/2017||0|||3,536.00|M2|83.85
|CONTRAPISO SOBRE LOSAS DE CUBIERTAS  PARA DAR PENDIENTES SEGUN LO INDICADO EN PLANOS DE INSTALACION SANITARIA. ESPECIFICACIONES SEC. 625||79|carguedas|08/02/2016|08/02/2017||0|||549|M2|86.44
|CONTRAPISO ESTRIADO SOBRE LOSAS DE RAMPA VEHICULARES. ESPECIFICAIONES SEC. 626||80|carguedas|08/02/2016|08/02/2017||0|||55|M2|89.51
|PISO DE CEMENTO ENLUCIDO PARA LAS SUPERFICIES EN  LAS SALAS DE EQUIPOS Y DEPOSITOS.||81|carguedas|08/02/2016|08/02/2017||0|||415|M2|86.31
|PISO DE CEMENTO  PARA LAS SUPERFICIES DE PARQUEOS EN SOTANO.||82|carguedas|08/02/2016|08/02/2017||0|||143|M2|86.31
|PISO DE CERAMICA DE PRIMERA, PIEZAS 41 CM X 41 CM, PARA BANOS. ESPECIFICACIONES  SEC. 627||83|carguedas|08/02/2016|08/02/2017||0|||142|M2|236.81
|PISO DE CERAMICA DE PRIMERA, PIEZAS 41 CM X 41 CM, PARA COCINETAS. ESPECIFICACIONES  SEC. 627||84|carguedas|08/02/2016|08/02/2017||0|||32|M2|236.81
|PISO DE PORCELANATO ANTIDESLIZANTE DE 60 CM X 60 CM, PARA SALAS. ESPECIFICACIONES SEC. 628||85|carguedas|08/02/2016|08/02/2017||0|||1,967.00|M2|200.37
|ZOCALOS DE PORCELANATO ALTURA DE 10 CM , CON PIEZAS FABRICADAS PARA ESTE FIN, INCLUYE BUNA DE YESO. PLANO DE DETALLE No D9.   ESPECIFICACIONES SEC. 630||86|carguedas|08/02/2016|08/02/2017||0|||952|ML|84.86
|PISO DE PORCELANATO ANTIDESLIZANTE  DE 60 CM X 60 CM, PARA DEPOSITOS. ESPECIFICACIONES SEC. 628||87|carguedas|08/02/2016|08/02/2017||0|||173|M2|200.37
|ZOCALOS DE PORCELANATO ALTURA DE 10 CM , CON PIEZAS CORTADAS PARA ESTE FIN, INCLUYE BUNA DE YESO. PLANO DE DETALLE No D38.  ESPECIFICACIONES SEC. 630||88|carguedas|08/02/2016|08/02/2017||0|||122|ML|84.86
|HUELLAS Y CONTRAHUELLAS, PIEZAS DE PORCELANATO FABRICADAS PARA ESTA FINALIDAD,   PARA ESCALERA DE CAMERINOS. PLANO DE DETALLE No D10. ESPECIFICACIONES SEC. 629||89|carguedas|08/02/2016|08/02/2017||0|||29|ML|227.91
|PELDANOS DE GRANITO ANTIDESLIZANTE, CON FALDON FRONTAL DE 10 CM PARA ESCALERAS PRINCIPALES. PLANO DE DETALLE No D10. ESPECIFICACIONES SEC. 632||90|carguedas|08/02/2016|08/02/2017||0|||346|ML|495.06
|PISO DE ENTABLONADO DE MADERA 15 CM  X 120 CM X  2 CM  DE PRIMERA CALIDAD, SOBRE ENTRANQUILLADO DE MADERA, PARA TODAS LAS AREAS DEL ESCENARIO. PLANO DE DETALLE No D8. ESPECIFICACIONES SEC. 633||91|carguedas|08/02/2016|08/02/2017||0|||108|M2|526.52
|CEPILLADO Y PLASTIFICADO DE PISOS DE MADERA, CON BARNIZ POLIURETANO MONO COMPONENTE. ESPECIFICACIONES SEC. 635||92|carguedas|08/02/2016|08/02/2017||0|||108|M2|79.1
|PISO DE ENTABLONADO DE MADERA 15 CM  X 120 CM X  2 CM  DE PRIMERA CALIDAD, SOBRE LOSA, PARA AREAS DE OFICINA Y SALA DE REUNIONES. PLANO DE DETALLE No D7. ESPECIFICACIONES SEC. 633||93|carguedas|08/02/2016|08/02/2017||0|||59|M2|336.57
|SUMINISTRO E INSTALACION DE PISO DE ALFOMBRA IMPORTADA, MILLIKEN O EQUIVALENTE, DE ALTO TRAFICO, MODULOS DE 60 X 60 CM ANTIALERGICA. ESPECIFICACIONES SEC. 636||94|carguedas|08/02/2016|08/02/2017||0|||371|M2|229.23
|ZOCALOS DE MADERA CEDRO DE ALTURA H= 10 CM, CON CHANFLE. PLANO DE DETALLE No D9. ESPECIFICACIONES SEC. 637||95|carguedas|08/02/2016|08/02/2017||0|||386|ML|85.17
|PISO DE VIDRIO TRANSPARENTE PARA SECTOR DE PUENTES||96|carguedas|08/02/2016|08/02/2017||0|||2.16|M2|867.63
|CANTONERAS DE MADERA TAJIBO PARA ESCALERAS Y DESNIVELES EN EL TEATRO, PARA REMATAR LA ALFOMBRA||97|carguedas|08/02/2016|08/02/2017||0|||222|ML|69.7
|PELDANOS PREFABRICADOS DE HORMIGON, CON FALDON FRONTAL DE 10 CM PARA ESCALERAS DE EMERGENCIA. PLANO DE DETALLE No D10. ESPECIFICACIONES SEC. 641||98|carguedas|08/02/2016|08/02/2017||0|||255|ML|387.32
|ZOCALOS DE CONCRETO ALTURA DE 10 CM, INCLUYE BUNA EN HORMIGON.||99|carguedas|08/02/2016|08/02/2017||0|||443|ML|67.73
|LOSETAS||100|carguedas|08/02/2016|08/02/2017||0|||488|M2|307.42
|ZOCALOS PREFABRICADOS DE HORMIGON  DE  60 CM X 10 CM. PARA PROTEGER IMPERMEABILIZACION PERIMETRAL EN CUBIERTA. PLANO DE DETALLE No D14.||101|carguedas|08/02/2016|08/02/2017||0|||274|M2|189.96
|ACERAS CON PIEZAS PREFABRICADAS DE HORMIGON H20 DE  60 CM X 60 CM. X 12 CM. PLANO DE DETALLE No D17.ESPECIFICACIONES SEC 642||102|carguedas|08/02/2016|08/02/2017||0|||205|M2|381.18
|BORDILLOS CORDON DE ACERA, CON PIEZAS PREFABRICADOS DE HORMIGON H 20  DE 1,20 M DE LONGITUD . PLANO DE DETALLE No D17.ESPECIFICACIONES SEC. 643||103|carguedas|08/02/2016|08/02/2017||0|||51.74|ML|157.95
|TOPES DE HORMIGON PREFABRICADO, PARA VEHICULOS. PLANO DE DETALLE No D17. ESPECIFICACIONES SEC. 643||104|carguedas|08/02/2016|08/02/2017||0|||3|PZA|323.25
|PINTURAS|||carguedas||||1|||||
|PINTURA SUPERLATEX EN MUROS EXTERIORES, COLOR A DEFINIR EN OBRA. ESPECIFICACIONES SEC. 644||105|carguedas|08/02/2016|08/02/2017||0|||2,190.21|M2|35.79
|PINTURA  LATEX  INTERIOR EN MUROS, COLOR A DEFINIR EN OBRA. ESPECIFICACIONES SEC. 645||106|carguedas|08/02/2016|08/02/2017||0|||5,285.00|M2|31.54
|PINTURA LATEX INTERIOR EN CIELOS, COLOR A DEFINIR EN OBRA. ESPECIFICACIONES SEC.  645||107|carguedas|08/02/2016|08/02/2017||0|||2,944.00|M2|31.54
|PINTURA DE SENALIZACION PARA MARCAS EN ESTACIONAMIENTOS, EN COLUMNAS  Y  MUROS, COLORES NEGRO, AMARILLO, AZUL Y BLANCO. INCLUYE NUMERACION DE PARQUEOS. ESPECIFICACIOENS  SEC. 647||108|carguedas|08/02/2016|08/02/2017||0|||30|M2|41.33
|PINTURA DE SENALIZACION PARA MARCAS EN ESTACIONAMIENTOS EN PISO, CON FRANJAS DE 10 CM.  COLORES NEGRO, AMARILLO, AZUL Y BLANCO. ESPECIFICACIOENS  SEC. 647||109|carguedas|08/02/2016|08/02/2017||0|||20|ML|41.33
|PINTURA  SATINADA PARA MUROS DE CAMERINOS,  COLOR A DEFINIR EN OBRA.  ESPECIFICACIONES SEC. 645||110|carguedas|08/02/2016|08/02/2017||0|||777|M2|41.27
|CARPINTERIA DE MADERA|||carguedas||||1|||||
|PUERTAS DE MADERA  TIPO PLACA, INCLUYE AISLANTE ACUSTICO, QUINCALLERIA, PICAPORTES, Y ACCESORIOS, MARCO DE MADERA Y CONTRAMARCO. PLANO DE DEALLE No D01 - D02. ESPECIFICACIONES SEC. 649 Y 650||111|carguedas|08/02/2016|08/02/2017||0|||178|M2|1,464.75
|PUERTAS DE MADERA TIPO PLACA, ||112|carguedas|08/02/2016|08/02/2017||0|||6.84|M2|2,328.32
