ref|label|hilo|item|login|fechaini|fechafin|detail|group|type|typename|unitprogram|unit|price
FUSIP013|ACARREO DEL MATERIAL SOBRANTE DE LA EXCAVACION A MAQUINA, DE ACUERDO CON LAS ET SEC. 206. DISTANCIA DE ACARREO 5.0 KM. SE INCLUYE YA UN ESPONJAMIENTO DEL 20%|FUSIP2|13|carguedas|21/12/2015|15/06/2016||0|||7391.66|M3|18.65
FUSIP014|ACARREO DEL MATERIAL SOBRANTE DE LA EXCAVACION MANUAL DE FOSAS, DE ACUERDO CON LAS ET DIV. 206. DISTANCIA DE ACARREO 5.0 KM.  SE INCLUYE YA UN ESPONJAMIENTO DEL 20%|FUSIP2|14|carguedas|21/12/2015|15/06/2016||0|||1470.54|M3|18.65
FUSIP3|ESTRUCTURAS DE HORMIGON||3 .|carguedas||||1|||||
FUSIP015|EJECUCION DE UNA CAPA DE HORMIGON DE LIMPIEZA,  TIPO H12.5, DE 5 CM DE ESPESOR, EN EL FONDO DE LAS FOSAS DESTINADAS A FUNDACIONES.  CONTENIDO MINIMO DE CEMENTO 150 KG/M3.  VER ET.|FUSIP3|15|carguedas|02/02/2016|20/10/2016||0|||72.48|M3|792.4
FUSIP016|EJECUCION DE LOSAS DE FUNDACION EN SOTANOS 2 Y 1, EN H.A. TIPO H25- E=0.60M, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.|FUSIP3|16|carguedas|02/02/2016|20/10/2016||0|||429.69|M3|2101.87
FUSIP017|EJECUCION DE VIGAS DE FUNDACION, EQUILIBRIO Y ARRIOSTRE EN HORMIGON ARMADO TIPO H20, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.|FUSIP3|17|carguedas|02/02/2016|20/10/2016||0|||91.76|M3|2323.47
FUSIP018|EJECUCION DE LOSAS DE FUNDACION SOTANO 1 Y PARA AREA DE ASCENSORES EN HORMIGON ARMADO TIPO H25, E=0.40 M, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.|FUSIP3|18|carguedas|02/02/2016|20/10/2016||0|||35.16|M3|2024.05
FUSIP019|EJECUCION DE FUNDACIONES CORRIDAS PARA MUROS DE CONTENCION PERIMETRALES EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.|FUSIP3|19|carguedas|02/02/2016|20/10/2016||0|||14.94|M3|2168.86
FUSIP020|EJECUCION DE CIMIENTOS Y SOBRECIMENTOS DE HORMIGON ARMADO|FUSIP3|20|carguedas|02/02/2016|20/10/2016||0|||12.7|M3|2168.86
FUSIP021|EJECUCION DE MUROS DE CONTENCION EN HORMIGON ARMADO TIPO H25, PARA LOS MUROS PERIMETRALES DE SOTANO DOS, SOTANO UNO Y PLANTA BAJA, DE ACUERDO A LOS PLANOS ESTRUCTURALES.|FUSIP3|21|carguedas|02/02/2016|20/10/2016||0|||198.85|M3|2526.39
FUSIP022|EJECUCION DE MUROS DE CONTENCION EN HORMIGON ARMADO TIPO H25, PARA LOS MUROS PERIMETRALES DE SALA DE TRANSFORMADORES, DE ACUERDO A LOS PLANOS ESTRUCTURALES.|FUSIP3|22|carguedas|02/02/2016|20/10/2016||0|||8.44|M3|2501.52
FUSIP023|EJECUCION DE MUROS PORTANTES EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LOS PLANOS ESTRUCTURALES.|FUSIP3|23|carguedas|02/02/2016|20/10/2016||0|||179.49|M3|2501.52
FUSIP024|EJECUCION DE MUROS PORTANTES EN HORMIGON ARMADO TIPO H25, PARA ASCENSORES, CON ACABADO VISTO DE LAS CARAS EXTERIORES, CON TEXTURA DE ACUERDO A DETALLE ARQUITECTONICO Y A LOS PLANOS ESTRUCTURALES. ET.|FUSIP3|24|carguedas|02/02/2016|20/10/2016||0|||103.47|M3|2915.11
FUSIP025|EJECUCION DE MUROS PORTANTES EN HORMIGON ARMADO TIPO H25, PARA ESCALERAS, CON ACABADO VISTO CON TEXTURA DE ACUERDO CON DETALLE ARQUITECTONICO Y A LOS PLANOS ESTRUCTURALES. ET|FUSIP3|25|carguedas|02/02/2016|20/10/2016||0|||65|M3|2915.11
FUSIP026|EJECUCION DE MUROS PORTANTES CURVOS  EN HORMIGON ARMADO TIPO H25, PARA AREA AUDITORIO, DE ACUERDO CON DETALLE ARQUITECTONICO Y A LOS PLANOS ESTRUCTURALES Y ET|FUSIP3|26|carguedas|02/02/2016|20/10/2016||0|||56.04|M3|2915.11
FUSIP027|EJECUCION DE COLUMNAS CIRCULARES DE HORMIGON ARMADO, TIPO H25 DE ACUERDO A LAS DIMENSIONES SENALADAS EN PLANOS ESTRUCTURALES, SEGUN ET.|FUSIP3|27|carguedas|02/02/2016|20/10/2016||0|||3.84|M3|2501.52
FUSIP028|EJECUCION DE COLUMNAS RECTANGULARES DE HORMIGON ARMADO, TIPO H25 DE ACUERDO A LAS DIMENSIONES SENALADAS EN PLANOS ESTRUCTURALES Y ET.|FUSIP3|28|carguedas|02/02/2016|20/10/2016||0|||73.69|M3|2451.8
FUSIP029|EJECUCION DE VIGAS NORMALES TIPO DINTEL CON HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO Y ET|FUSIP3|29|carguedas|02/02/2016|20/10/2016||0|||291.3|M3|2451.8
FUSIP030|EJECUCION DE VIGAS NORMALES TIPO DINTEL DE SECCION VARIABLE EN HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO Y ET|FUSIP3|30|carguedas|02/02/2016|20/10/2016||0|||2.09|M3|2451.8
FUSIP031|EJECUCION DE VIGAS NORMALES TIPO DINTEL CURVAS, PARA GRADERIAS EN HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO Y ET|FUSIP3|31|carguedas|02/02/2016|20/10/2016||0|||15.29|M3|2501.52
FUSIP032|EJECUCION DE VIGAS PLANAS DE CON HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO. INCLUYE LA EJECUCION DE CORDONES TIPO PRETIL.|FUSIP3|32|carguedas|02/02/2016|20/10/2016||0|||2.96|M3|2451.8
FUSIP033|EJECUCION DE VIGAS INVERTIDAS DE HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO Y ET|FUSIP3|33|carguedas|02/02/2016|20/10/2016||0|||6.56|M3|2451.8
FUSIP034|EJECUCION DE ENTREPISO NERVURADO, CON ESPESOR TOTAL DE 0.15 M (0.05M DE LOSA DE COMPRESION) EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.|FUSIP3|34|carguedas|02/02/2016|20/10/2016||0|||6.81|M3|2562.85
FUSIP035|EJECUCION DE ENTREPISO NERVURADO, CON ESPESOR TOTAL DE 0.25 M (0.05M DE LOSA DE COMPRESION) EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.|FUSIP3|35|carguedas|02/02/2016|20/10/2016||0|||221.27|M3|2562.85
FUSIP036|EJECUCION DE ENTREPISO NERVURADO, CON ESPESOR TOTAL DE 0.30 M (0.05M DE LOSA DE COMPRESION) EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.|FUSIP3|36|carguedas|02/02/2016|20/10/2016||0|||202.75|M3|2513.13
FUSIP037|EJECUCION DE ENTREPISO NERVURADO, CON ESPESOR TOTAL DE 0.35 M (0.05M DE LOSA DE COMPRESION) EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.|FUSIP3|37|carguedas|02/02/2016|20/10/2016||0|||92.41|M3|2513.13
FUSIP038|EJECUCION DE LOSAS MACIZAS, CON ESPESOR DE 0.15 M EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LOS PLANOS ESTRUCTURALES.|FUSIP3|38|carguedas|02/02/2016|20/10/2016||0|||8.9|M3|2513.13
FUSIP039|EJECUCION DE ABACOS PERDIDOS, CON ALTURA DE 0.30 M EN HORMIGON ARMADO TIPO H25, DE ACUERDO A PLANOS ESTRUCTURALES.|FUSIP3|39|carguedas|02/02/2016|20/10/2016||0|||1.5|M3|2513.13
FUSIP040|BORDE TIPO BOTAGUAS EN HORMIGON ARMADO TIPO H25, EN LOSAS Y VIGAS|FUSIP3|40|carguedas|02/02/2016|20/10/2016||0|||3.96|M3|2463.4
FUSIP041|EJECUCION DE ESCALERAS Y LOSAS DE DESCANSO LLENAS, CON ESPESOR DE 0.15 M EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LOS PLANOS ESTRUCTURALES.|FUSIP3|41|carguedas|02/02/2016|20/10/2016||0|||43.95|M3|2600.95
FUSIP042|EJECUCION DE LOSAS DE HORMIGON TIPO B (H20) SOBRE TERRENO, ESPESOR 0.10M, INCLUYENDO COMPACTACION, HORMIGON DE LIMPIEZA, AISLANTE HIDROFUGO, SEGUN ET SEC. 03 90 01|FUSIP3|42|carguedas|02/02/2016|20/10/2016||0|||84.7|M3|1719.55
FUSIP043|SUMINISTRO, CORTADO, DOBLADO, COLOCADO Y SUJECIÓN DEL ACERO DE REFUERZO PARA EL HORMIGÓN DE LOS ITEMS 3.1.1 AL 3.1.29 ANTERIORES, DE ACUERDO CON LAS ET|FUSIP3|43|carguedas|02/02/2016|20/10/2016||0|||211163|KG|14.89
FUSIP044|SUMINISTRO, CORTADO, COLOCADO Y SUJECION BLOQUES DE STYROPOR PARA LA CONFORMACION DE LA LOSA ALIGERADA EN DIMENSIONES DE 0.40X0.40X0.20M DE ACUERDO CON LAS ET.|FUSIP3|44|carguedas|02/02/2016|20/10/2016||0|||7254|PZA|28.25
FUSIP045|SUMINISTRO, CORTADO, COLOCADO Y SUJECION BLOQUES DE STYROPOR PARA LA CONFORMACION DE LA LOSA ALIGERADA EN DIMENSIONES DE 0.40X0.40X0.25M DE ACUERDO CON LAS ET.|FUSIP3|45|carguedas|02/02/2016|20/10/2016||0|||5792|PZA|15.27
FUSIP046|SUMINISTRO, CORTADO, COLOCADO Y SUJECION BLOQUES DE STYROPOR PARA LA CONFORMACION DE LA LOSA ALIGERADA EN DIMENSIONES DE 0.40X0.40X0.30M DE ACUERDO CON LAS ET.|FUSIP3|46|carguedas|02/02/2016|20/10/2016||0|||369|PZA|18.01
FUSIP047|SUMINISTRO, CORTADO, COLOCADO Y SUJECION BLOQUES DE STYROPOR PARA LA CONFORMACION DE LA LOSA ALIGERADA EN DIMENSIONES DE 1.00X0.40X0.10M DE ACUERDO CON LAS ET.|FUSIP3|47|carguedas|02/02/2016|20/10/2016||0|||194|PZA|15.27
FUSIP048|ENTRAMADO METALICO PARA CONFORMACION DEL ENTARIMADO DE ESCENARIO, CONFORMADO POR PERFILES TUBULARES 150X100X3|FUSIP3|48|carguedas|02/02/2016|20/10/2016||0|||1224|KG|31.99
FUSIP049|EJECUCION Y MONTAJE DE LA ESTRUCTURA METALICA DE CUBIERTA, MEDIANTE PERFILES TUBULARES, DE ACUERDO A DISENO ESPECIFICO Y A LAS ET. LA ESTRUCTURA COMPRENDE:  - SUPERFICIE HORIZONTAL CUBIERTA 84 M2.- ENTRAMADO A|FUSIP3|49|carguedas|02/02/2016|20/10/2016||0|||750|KG|47.12
FUSIP4|ARQUITECTURA||4 .|carguedas||||1|||||
FUSIP4-1|MAMPOSTERIA - MUROS Y ALBANILERIA|FUSIP4|4 . 1 .|carguedas||||1|||||
FUSIP050|MUROS DE MAMPOSTERIA DE LADRILLO 6H PARA REVESTIR, ESPESOR ACABADO 0,20 M, DESTINADO A MUROS  EXTERNOS. ESPECIFICACIONES SEC. 501|FUSIP4-1|50|carguedas|08/02/2016|08/02/2017||0|||1298.6|M2|156.37
FUSIP051|MUROS DE MAMPOSTERIA DE LADRILLO HUECO 6H PARA REVESTIR, ESPESOR  ACABADO 0,15 M, DESTINADO A DIVISION DE AMBIENTES. ESPECIFICACIONES SEC. 501|FUSIP4-1|51|carguedas|08/02/2016|08/02/2017||0|||2177|M2|147.75
FUSIP052|MUROS DE MAMPOSTERIA DE LADRILLO HUECO PARA REVESTIR, ESPESOR ACABADO 0,10 M , DESTINADO A MUROS  DE SHAFTS. ESPECIFICACIONES SEC. 501|FUSIP4-1|52|carguedas|08/02/2016|08/02/2017||0|||101|M2|127.48
FUSIP053|BORDILLO DE HORMIGON EN LOSA DE CUBIERTA, CON ALTURA DE 20 CM PARA REMATE Y PROTECCION DE MANTA DE IMPERMEABILIZACION EN SU PERIMETRO. PLANO DE DETALLE No D14.|FUSIP4-1|53|carguedas|08/02/2016|08/02/2017||0|||94|ML|186.46
FUSIP054|BORDILLO DE HORMIGON ARMADO   EN LOS SECTORES DE ACCESO A CUBIERTAS.|FUSIP4-1|54|carguedas|08/02/2016|08/02/2017||0|||4|ML|138.74
FUSIP055|BORDILLO DE HORMIGON ARMADO  PARA CONFORMACION DE BORDE  DE JARDINERAS EN PLANTA BAJA H= 20 CM.   PLANO DE DETALLE D17.|FUSIP4-1|55|carguedas|08/02/2016|08/02/2017||0|||55|ML|126.24
FUSIP4-2|IMPERMEABILIZACIONES|FUSIP4|4 . 2 .|carguedas||||1|||||
FUSIP056|IMPERMEABILIZACION DE LOSAS DE CUBIERTA, MEDIANTE MEMBRANA ASFALTICA DE 4 MM CON REVESTIMIENTO DE ALUMINIO. PLANO DE DETALLE No D14.  ESPECIFICACIONES SEC. 601|FUSIP4-2|56|carguedas|08/02/2016|08/02/2017||0|||598|M2|116.65
FUSIP057|IMPERMEABILIZACION DE LOSA DE INGRESOS EN PLANTA BAJA Y PISO DE LA TERRAZA EN LA GALERIA, MEDIANTE MEMBRANA ASFALTICA DE 4MM. ESPECIFICACIONES SEC. 601|FUSIP4-2|57|carguedas|08/02/2016|08/02/2017||0|||115|M2|116.65
FUSIP058|IMPERMEABILIZACION DE JARDINERAS DE PLANTA BAJA Y TERRAZA CON PINTURA RECUPLAST. PLANO DE DETALLE No D15. ESPECIFICACIONES SEC. 602|FUSIP4-2|58|carguedas|08/02/2016|08/02/2017||0|||88|M2|63.4
FUSIP059|IMPERMEABILIZACION DE LOS TANQUES DE AGUA. ESPECIFICACIONES SEC. 603|FUSIP4-2|59|carguedas|08/02/2016|08/02/2017||0|||64|M2|101.28
FUSIP060|SELLADO IMPERMEABLE, TRANSPARENTE MATE Y REPELENTE DE AGUA, PARA ESTRUCTURAS DE HORMIGON VISTO. ESPECIFICACIONES SEC. 604|FUSIP4-2|60|carguedas|08/02/2016|08/02/2017||0|||448|M2|31.68
FUSIP061|IMPERMEABILIZACION DE LA CARA POSTERIOR DE LOS MUROS DE CONTENCION CON POLIETILENO DE 200 MICRONES CON TRANSLAPES DE 0.30 M, SEGUN DETALLE PL. ES18 Y ET.|FUSIP4-2|61|carguedas|08/02/2016|08/02/2017||0|||756|M2|62.98
FUSIP4-3|REVESTIMIENTO DE FACHADAS|FUSIP4|4 . 3 .|carguedas||||1|||||
FUSIP062|FACHADA DE MUROS EXTERIORES  CON REVOQUE DE MORTERO DE CAL HIDRATADA, CEMENTO Y ARENA, INCLUYE BUNAS. ESPECIFICACIONES SEC.  605|FUSIP4-3|62|carguedas|08/02/2016|08/02/2017||0|||2189.21|M2|151.52
FUSIP063|BOTAGUAS PREFABRICADOS DE HORMIGON ARMADO. PLANO DE DETALLE No D16.  ESPECIFICACIONES SEC. 607|FUSIP4-3|63|carguedas|08/02/2016|08/02/2017||0|||106.33|ML|128.7
FUSIP064|REVOQUE DE MUROS EXTERIORES CON MORTERO DE CEMENTO CON ACABADO TIPO HORMIGON VISTO|FUSIP4-3|64|carguedas|08/02/2016|08/02/2017||0|||460|M2|247.55
FUSIP065|JARDINES EN PLANTA BAJA, INCLUYE ACABADO, DRENAJES, GRAVA Y TIERRA. PLANO DE DETALLE No D17.|FUSIP4-3|65|carguedas|08/02/2016|08/02/2017||0|||165|M2|130.06
FUSIP066|JARDINES EN TERRAZA DE GALERIA, INCLUYE ACABADO, DRENAJES, GRAVA Y TIERRA. PLANO DE DETALLE No D15.|FUSIP4-3|66|carguedas|08/02/2016|08/02/2017||0|||30|M2|130.06
FUSIP4-4|REVESTIMIENTO DE CIELOS|FUSIP4|4 . 4 .|carguedas||||1|||||
FUSIP067|CIELO RASO DE YESO ENLUCIDO SOBRE LOSA. ESPECIFICACIONES SEC. 610|FUSIP4-4|67|carguedas|08/02/2016|08/02/2017||0|||1107|M2|86.17
FUSIP068|PROVISION E INSTALACION DE CIELO RASO FALSO CON PLACAS ARMSTRONG, TIPO ULTIMA VECTOR 1920, TEXTURA FINA, CON SISTEMA DE SUSPENCION T. PLANO DE DETALLE No D13. ESPECIFICACIONES SEC. 611|FUSIP4-4|68|carguedas|08/02/2016|08/02/2017||0|||596|M2|201.83
FUSIP069|CIELO RASO FALSO DE CARTON YESO, SOBRE ENTRAMADO METALICO. PLANO DE DETALLE No D6.ESPECIFICACIONES SEC.  612|FUSIP4-4|69|carguedas|08/02/2016|08/02/2017||0|||1836|M2|191.35
FUSIP070|PROVISION E INSTALACION DE CIELO RASO FALSO CON PLACAS DE MADERA CEDRO, CON SISTEMA METALICO INCLUIDO .|FUSIP4-4|70|carguedas|08/02/2016|08/02/2017||0|||199|M2|175.07
FUSIP071|CENEFA DE PANEL AMSTRONG PARA LA COLOCACION DE LUZ INDIRECTA EN CIELO FALSO Y PLAFONES EN AREAS INDICADAS DEL TEATRO, ESP. 649|FUSIP4-4|71|carguedas|08/02/2016|08/02/2017||0|||47|ML|284.37
FUSIP4-5|REVESTIMIENTO DE MUROS|FUSIP4|4 . 5 .|carguedas||||1|||||
FUSIP072|REVOQUE DE MUROS INTERIORES CON YESO. ESPECIFICACIONES SEC. 617|FUSIP4-5|72|carguedas|08/02/2016|08/02/2017||0|||6060|M2|78.94
FUSIP073|REVESTIMIENTO DE MUROS DE BANOS, CON CERAMICA ESMALTADA DE PRIMERA, INCLUYE CORTES A 45ş, PIEZAS DE 41 X 41 CM. ESPECIFICACIONES SEC. 620|FUSIP4-5|73|carguedas|08/02/2016|08/02/2017||0|||631.76|M2|236.81
FUSIP074|REVESTIMIENTO DE MUROS DE COCINETAS, CON CERAMICA ESMALTADA DE PRIMERA, INCLUYE CORTES A 45ş, PIEZAS DE 41 X 41 CM. ESPECIFICACIONES SEC. 620|FUSIP4-5|74|carguedas|08/02/2016|08/02/2017||0|||128.58|M2|236.81
FUSIP075|MURO CON REVESTIMIENTO DE GRANITO PARA MESONES DE INGRESO PARA SEGURIDAD Y CONTROL. ESPECIFICACIONES SEC. 621|FUSIP4-5|75|carguedas|08/02/2016|08/02/2017||0|||1|PZA|12494.82
FUSIP076|REVESTIMIENTO ACUSTICO DE  MADERA CEDRO EN MUROS DEL TEATRO. PLANO DE DETALLE No D5 . ESPECIFICACIONES.|FUSIP4-5|76|carguedas|08/02/2016|08/02/2017||0|||329|M2|325.81
FUSIP077|REVESTIMIENTO DE MUROS EXTERIOR DEL TEATRO, CON PIEDRA TARIJA   ESPECIFICACIONES.|FUSIP4-5|77|carguedas|08/02/2016|08/02/2017||0|||136|M2|313.37
FUSIP4-6|REVESTIMIENTO DE PISOS|FUSIP4|4 . 6 .|carguedas||||1|||||
FUSIP078|CONTRAPISOS SOBRE LOSAS DE PISOS. ESPECIFICACIONES SEC. 625|FUSIP4-6|78|carguedas|08/02/2016|08/02/2017||0|||3536|M2|83.85
FUSIP079|CONTRAPISO SOBRE LOSAS DE CUBIERTAS  PARA DAR PENDIENTES SEGUN LO INDICADO EN PLANOS DE INSTALACION SANITARIA. ESPECIFICACIONES SEC. 625|FUSIP4-6|79|carguedas|08/02/2016|08/02/2017||0|||549|M2|86.44
FUSIP080|CONTRAPISO ESTRIADO SOBRE LOSAS DE RAMPA VEHICULARES. ESPECIFICAIONES SEC. 626|FUSIP4-6|80|carguedas|08/02/2016|08/02/2017||0|||55|M2|89.51
FUSIP081|PISO DE CEMENTO ENLUCIDO PARA LAS SUPERFICIES EN  LAS SALAS DE EQUIPOS Y DEPOSITOS.|FUSIP4-6|81|carguedas|08/02/2016|08/02/2017||0|||415|M2|86.31
FUSIP082|PISO DE CEMENTO  PARA LAS SUPERFICIES DE PARQUEOS EN SOTANO.|FUSIP4-6|82|carguedas|08/02/2016|08/02/2017||0|||143|M2|86.31
FUSIP083|PISO DE CERAMICA DE PRIMERA, PIEZAS 41 CM X 41 CM, PARA BANOS. ESPECIFICACIONES  SEC. 627|FUSIP4-6|83|carguedas|08/02/2016|08/02/2017||0|||142|M2|236.81
FUSIP084|PISO DE CERAMICA DE PRIMERA, PIEZAS 41 CM X 41 CM, PARA COCINETAS. ESPECIFICACIONES  SEC. 627|FUSIP4-6|84|carguedas|08/02/2016|08/02/2017||0|||32|M2|236.81
FUSIP085|PISO DE PORCELANATO ANTIDESLIZANTE DE 60 CM X 60 CM, PARA SALAS. ESPECIFICACIONES SEC. 628|FUSIP4-6|85|carguedas|08/02/2016|08/02/2017||0|||1967|M2|200.37
FUSIP086|ZOCALOS DE PORCELANATO ALTURA DE 10 CM , CON PIEZAS FABRICADAS PARA ESTE FIN, INCLUYE BUNA DE YESO. PLANO DE DETALLE No D9.   ESPECIFICACIONES SEC. 630|FUSIP4-6|86|carguedas|08/02/2016|08/02/2017||0|||952|ML|84.86
FUSIP087|PISO DE PORCELANATO ANTIDESLIZANTE  DE 60 CM X 60 CM, PARA DEPOSITOS. ESPECIFICACIONES SEC. 628|FUSIP4-6|87|carguedas|08/02/2016|08/02/2017||0|||173|M2|200.37
FUSIP088|ZOCALOS DE PORCELANATO ALTURA DE 10 CM , CON PIEZAS CORTADAS PARA ESTE FIN, INCLUYE BUNA DE YESO. PLANO DE DETALLE No D38.  ESPECIFICACIONES SEC. 630|FUSIP4-6|88|carguedas|08/02/2016|08/02/2017||0|||122|ML|84.86
FUSIP089|HUELLAS Y CONTRAHUELLAS, PIEZAS DE PORCELANATO FABRICADAS PARA ESTA FINALIDAD,   PARA ESCALERA DE CAMERINOS. PLANO DE DETALLE No D10. ESPECIFICACIONES SEC. 629|FUSIP4-6|89|carguedas|08/02/2016|08/02/2017||0|||29|ML|227.91
FUSIP090|PELDANOS DE GRANITO ANTIDESLIZANTE, CON FALDON FRONTAL DE 10 CM PARA ESCALERAS PRINCIPALES. PLANO DE DETALLE No D10. ESPECIFICACIONES SEC. 632|FUSIP4-6|90|carguedas|08/02/2016|08/02/2017||0|||346|ML|495.06
FUSIP091|PISO DE ENTABLONADO DE MADERA 15 CM  X 120 CM X  2 CM  DE PRIMERA CALIDAD, SOBRE ENTRANQUILLADO DE MADERA, PARA TODAS LAS AREAS DEL ESCENARIO. PLANO DE DETALLE No D8. ESPECIFICACIONES SEC. 633|FUSIP4-6|91|carguedas|08/02/2016|08/02/2017||0|||108|M2|526.52
FUSIP092|CEPILLADO Y PLASTIFICADO DE PISOS DE MADERA, CON BARNIZ POLIURETANO MONO COMPONENTE. ESPECIFICACIONES SEC. 635|FUSIP4-6|92|carguedas|08/02/2016|08/02/2017||0|||108|M2|79.1
FUSIP093|PISO DE ENTABLONADO DE MADERA 15 CM  X 120 CM X  2 CM  DE PRIMERA CALIDAD, SOBRE LOSA, PARA AREAS DE OFICINA Y SALA DE REUNIONES. PLANO DE DETALLE No D7. ESPECIFICACIONES SEC. 633|FUSIP4-6|93|carguedas|08/02/2016|08/02/2017||0|||59|M2|336.57
FUSIP094|SUMINISTRO E INSTALACION DE PISO DE ALFOMBRA IMPORTADA, MILLIKEN O EQUIVALENTE, DE ALTO TRAFICO, MODULOS DE 60 X 60 CM ANTIALERGICA. ESPECIFICACIONES SEC. 636|FUSIP4-6|94|carguedas|08/02/2016|08/02/2017||0|||371|M2|229.23
FUSIP095|ZOCALOS DE MADERA CEDRO DE ALTURA H= 10 CM, CON CHANFLE. PLANO DE DETALLE No D9. ESPECIFICACIONES SEC. 637|FUSIP4-6|95|carguedas|08/02/2016|08/02/2017||0|||386|ML|85.17
FUSIP096|PISO DE VIDRIO TRANSPARENTE PARA SECTOR DE PUENTES|FUSIP4-6|96|carguedas|08/02/2016|08/02/2017||0|||2.16|M2|867.63
FUSIP097|CANTONERAS DE MADERA TAJIBO PARA ESCALERAS Y DESNIVELES EN EL TEATRO, PARA REMATAR LA ALFOMBRA|FUSIP4-6|97|carguedas|08/02/2016|08/02/2017||0|||222|ML|69.7
FUSIP098|PELDANOS PREFABRICADOS DE HORMIGON, CON FALDON FRONTAL DE 10 CM PARA ESCALERAS DE EMERGENCIA. PLANO DE DETALLE No D10. ESPECIFICACIONES SEC. 641|FUSIP4-6|98|carguedas|08/02/2016|08/02/2017||0|||255|ML|387.32
