ref|label|hilo|item|login|fechaini|fechafin|detail|group|type|typename|unitprogram|unit|price
FUSIP024|EJECUCION DE MUROS DE CONTENCION EN HORMIGON ARMADO TIPO H25, PARA LOS MUROS PERIMETRALES DE SOTANO DOS, SOTANO UNO Y PLANTA BAJA, DE ACUERDO A LOS PLANOS ESTRUCTURALES.|FUSIP017|21|carguedas|02/02/2016|20/10/2016||0|||198.85|M3|2526.39
FUSIP025|EJECUCION DE MUROS DE CONTENCION EN HORMIGON ARMADO TIPO H25, PARA LOS MUROS PERIMETRALES DE SALA DE TRANSFORMADORES, DE ACUERDO A LOS PLANOS ESTRUCTURALES.|FUSIP017|22|carguedas|02/02/2016|20/10/2016||0|||8.44|M3|2501.52
FUSIP026|EJECUCION DE MUROS PORTANTES EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LOS PLANOS ESTRUCTURALES.|FUSIP017|23|carguedas|02/02/2016|20/10/2016||0|||179.49|M3|2501.52
FUSIP027|EJECUCION DE MUROS PORTANTES EN HORMIGON ARMADO TIPO H25, PARA ASCENSORES, CON ACABADO VISTO DE LAS CARAS EXTERIORES, CON TEXTURA DE ACUERDO A DETALLE ARQUITECTONICO Y A LOS PLANOS ESTRUCTURALES. ET.|FUSIP017|24|carguedas|02/02/2016|20/10/2016||0|||103.47|M3|2915.11
FUSIP028|EJECUCION DE MUROS PORTANTES EN HORMIGON ARMADO TIPO H25, PARA ESCALERAS, CON ACABADO VISTO CON TEXTURA DE ACUERDO CON DETALLE ARQUITECTONICO Y A LOS PLANOS ESTRUCTURALES. ET|FUSIP017|25|carguedas|02/02/2016|20/10/2016||0|||65|M3|2915.11
FUSIP029|EJECUCION DE MUROS PORTANTES CURVOS  EN HORMIGON ARMADO TIPO H25, PARA AREA AUDITORIO, DE ACUERDO CON DETALLE ARQUITECTONICO Y A LOS PLANOS ESTRUCTURALES Y ET|FUSIP017|26|carguedas|02/02/2016|20/10/2016||0|||56.04|M3|2915.11
FUSIP030|EJECUCION DE COLUMNAS CIRCULARES DE HORMIGON ARMADO, TIPO H25 DE ACUERDO A LAS DIMENSIONES SENALADAS EN PLANOS ESTRUCTURALES, SEGUN ET.|FUSIP017|27|carguedas|02/02/2016|20/10/2016||0|||3.84|M3|2501.52
FUSIP031|EJECUCION DE COLUMNAS RECTANGULARES DE HORMIGON ARMADO, TIPO H25 DE ACUERDO A LAS DIMENSIONES SENALADAS EN PLANOS ESTRUCTURALES Y ET.|FUSIP017|28|carguedas|02/02/2016|20/10/2016||0|||73.69|M3|2451.8
FUSIP032|EJECUCION DE VIGAS NORMALES TIPO DINTEL CON HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO Y ET|FUSIP017|29|carguedas|02/02/2016|20/10/2016||0|||291.3|M3|2451.8
FUSIP033|EJECUCION DE VIGAS NORMALES TIPO DINTEL DE SECCION VARIABLE EN HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO Y ET|FUSIP017|30|carguedas|02/02/2016|20/10/2016||0|||2.09|M3|2451.8
FUSIP034|EJECUCION DE VIGAS NORMALES TIPO DINTEL CURVAS, PARA GRADERIAS EN HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO Y ET|FUSIP017|31|carguedas|02/02/2016|20/10/2016||0|||15.29|M3|2501.52
FUSIP035|EJECUCION DE VIGAS PLANAS DE CON HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO. INCLUYE LA EJECUCION DE CORDONES TIPO PRETIL.|FUSIP017|32|carguedas|02/02/2016|20/10/2016||0|||2.96|M3|2451.8
FUSIP036|EJECUCION DE VIGAS INVERTIDAS DE HORMIGON TIPO H25, DE ACUERDO A PLANOS DE DISENO Y ET|FUSIP017|33|carguedas|02/02/2016|20/10/2016||0|||6.56|M3|2451.8
FUSIP037|EJECUCION DE ENTREPISO NERVURADO, CON ESPESOR TOTAL DE 0.15 M (0.05M DE LOSA DE COMPRESION) EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.|FUSIP017|34|carguedas|02/02/2016|20/10/2016||0|||6.81|M3|2562.85
FUSIP038|EJECUCION DE ENTREPISO NERVURADO, CON ESPESOR TOTAL DE 0.25 M (0.05M DE LOSA DE COMPRESION) EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.|FUSIP017|35|carguedas|02/02/2016|20/10/2016||0|||221.27|M3|2562.85
FUSIP039|EJECUCION DE ENTREPISO NERVURADO, CON ESPESOR TOTAL DE 0.30 M (0.05M DE LOSA DE COMPRESION) EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.|FUSIP017|36|carguedas|02/02/2016|20/10/2016||0|||202.75|M3|2513.13
FUSIP040|EJECUCION DE ENTREPISO NERVURADO, CON ESPESOR TOTAL DE 0.35 M (0.05M DE LOSA DE COMPRESION) EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LAS ET Y EN PLANOS ESTRUCTURALES.|FUSIP017|37|carguedas|02/02/2016|20/10/2016||0|||92.41|M3|2513.13
FUSIP041|EJECUCION DE LOSAS MACIZAS, CON ESPESOR DE 0.15 M EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LOS PLANOS ESTRUCTURALES.|FUSIP017|38|carguedas|02/02/2016|20/10/2016||0|||8.9|M3|2513.13
FUSIP042|EJECUCION DE ABACOS PERDIDOS, CON ALTURA DE 0.30 M EN HORMIGON ARMADO TIPO H25, DE ACUERDO A PLANOS ESTRUCTURALES.|FUSIP017|39|carguedas|02/02/2016|20/10/2016||0|||1.5|M3|2513.13
FUSIP043|BORDE TIPO BOTAGUAS EN HORMIGON ARMADO TIPO H25, EN LOSAS Y VIGAS|FUSIP017|40|carguedas|02/02/2016|20/10/2016||0|||3.96|M3|2463.4
FUSIP044|EJECUCION DE ESCALERAS Y LOSAS DE DESCANSO LLENAS, CON ESPESOR DE 0.15 M EN HORMIGON ARMADO TIPO H25, DE ACUERDO A LOS PLANOS ESTRUCTURALES.|FUSIP017|41|carguedas|02/02/2016|20/10/2016||0|||43.95|M3|2600.95
FUSIP045|EJECUCION DE LOSAS DE HORMIGON TIPO B (H20) SOBRE TERRENO, ESPESOR 0.10M, INCLUYENDO COMPACTACION, HORMIGON DE LIMPIEZA, AISLANTE HIDROFUGO, SEGUN ET SEC. 03 90 01|FUSIP017|42|carguedas|02/02/2016|20/10/2016||0|||84.7|M3|1719.55
FUSIP046|SUMINISTRO, CORTADO, DOBLADO, COLOCADO Y SUJECIÓN DEL ACERO DE REFUERZO PARA EL HORMIGÓN DE LOS ITEMS 3.1.1 AL 3.1.29 ANTERIORES, DE ACUERDO CON LAS ET|FUSIP017|43|carguedas|02/02/2016|20/10/2016||0|||211163|KG|14.89
FUSIP047|SUMINISTRO, CORTADO, COLOCADO Y SUJECION BLOQUES DE STYROPOR PARA LA CONFORMACION DE LA LOSA ALIGERADA EN DIMENSIONES DE 0.40X0.40X0.20M DE ACUERDO CON LAS ET.|FUSIP017|44|carguedas|02/02/2016|20/10/2016||0|||7254|PZA|28.25
FUSIP048|SUMINISTRO, CORTADO, COLOCADO Y SUJECION BLOQUES DE STYROPOR PARA LA CONFORMACION DE LA LOSA ALIGERADA EN DIMENSIONES DE 0.40X0.40X0.25M DE ACUERDO CON LAS ET.|FUSIP017|45|carguedas|02/02/2016|20/10/2016||0|||5792|PZA|15.27
FUSIP049|SUMINISTRO, CORTADO, COLOCADO Y SUJECION BLOQUES DE STYROPOR PARA LA CONFORMACION DE LA LOSA ALIGERADA EN DIMENSIONES DE 0.40X0.40X0.30M DE ACUERDO CON LAS ET.|FUSIP017|46|carguedas|02/02/2016|20/10/2016||0|||369|PZA|18.01
FUSIP050|SUMINISTRO, CORTADO, COLOCADO Y SUJECION BLOQUES DE STYROPOR PARA LA CONFORMACION DE LA LOSA ALIGERADA EN DIMENSIONES DE 1.00X0.40X0.10M DE ACUERDO CON LAS ET.|FUSIP017|47|carguedas|02/02/2016|20/10/2016||0|||194|PZA|15.27
FUSIP051|ENTRAMADO METALICO PARA CONFORMACION DEL ENTARIMADO DE ESCENARIO, CONFORMADO POR PERFILES TUBULARES 150X100X3|FUSIP017|48|carguedas|02/02/2016|20/10/2016||0|||1224|KG|31.99
FUSIP052|EJECUCION Y MONTAJE DE LA ESTRUCTURA METALICA DE CUBIERTA, MEDIANTE PERFILES TUBULARES, DE ACUERDO A DISENO ESPECIFICO Y A LAS ET. LA ESTRUCTURA COMPRENDE:  - SUPERFICIE HORIZONTAL CUBIERTA 84 M2.- ENTRAMADO A|FUSIP017|49|carguedas|02/02/2016|20/10/2016||0|||750|KG|47.12
FUSIP053|ARQUITECTURA||4 .|carguedas||||1|||||
FUSIP054|MAMPOSTERIA - MUROS Y ALBANILERIA|FUSIP053|4 . 1 .|carguedas||||1|||||
FUSIP055|MUROS DE MAMPOSTERIA DE LADRILLO 6H PARA REVESTIR, ESPESOR ACABADO 0,20 M, DESTINADO A MUROS  EXTERNOS. ESPECIFICACIONES SEC. 501|FUSIP054|50|carguedas|08/02/2016|08/02/2017||0|||1298.6|M2|156.37
FUSIP056|MUROS DE MAMPOSTERIA DE LADRILLO HUECO 6H PARA REVESTIR, ESPESOR  ACABADO 0,15 M, DESTINADO A DIVISION DE AMBIENTES. ESPECIFICACIONES SEC. 501|FUSIP054|51|carguedas|08/02/2016|08/02/2017||0|||2177|M2|147.75
FUSIP057|MUROS DE MAMPOSTERIA DE LADRILLO HUECO PARA REVESTIR, ESPESOR ACABADO 0,10 M , DESTINADO A MUROS  DE SHAFTS. ESPECIFICACIONES SEC. 501|FUSIP054|52|carguedas|08/02/2016|08/02/2017||0|||101|M2|127.48
FUSIP058|BORDILLO DE HORMIGON EN LOSA DE CUBIERTA, CON ALTURA DE 20 CM PARA REMATE Y PROTECCION DE MANTA DE IMPERMEABILIZACION EN SU PERIMETRO. PLANO DE DETALLE No D14.|FUSIP054|53|carguedas|08/02/2016|08/02/2017||0|||94|ML|186.46
FUSIP059|BORDILLO DE HORMIGON ARMADO   EN LOS SECTORES DE ACCESO A CUBIERTAS.|FUSIP054|54|carguedas|08/02/2016|08/02/2017||0|||4|ML|138.74
FUSIP060|BORDILLO DE HORMIGON ARMADO  PARA CONFORMACION DE BORDE  DE JARDINERAS EN PLANTA BAJA H= 20 CM.   PLANO DE DETALLE D17.|FUSIP054|55|carguedas|08/02/2016|08/02/2017||0|||55|ML|126.24
FUSIP061|IMPERMEABILIZACIONES|FUSIP053|4 . 2 .|carguedas||||1|||||
FUSIP062|IMPERMEABILIZACION DE LOSAS DE CUBIERTA, MEDIANTE MEMBRANA ASFALTICA DE 4 MM CON REVESTIMIENTO DE ALUMINIO. PLANO DE DETALLE No D14.  ESPECIFICACIONES SEC. 601|FUSIP061|56|carguedas|08/02/2016|08/02/2017||0|||598|M2|116.65
FUSIP063|IMPERMEABILIZACION DE LOSA DE INGRESOS EN PLANTA BAJA Y PISO DE LA TERRAZA EN LA GALERIA, MEDIANTE MEMBRANA ASFALTICA DE 4MM. ESPECIFICACIONES SEC. 601|FUSIP061|57|carguedas|08/02/2016|08/02/2017||0|||115|M2|116.65
FUSIP064|IMPERMEABILIZACION DE JARDINERAS DE PLANTA BAJA Y TERRAZA CON PINTURA RECUPLAST. PLANO DE DETALLE No D15. ESPECIFICACIONES SEC. 602|FUSIP061|58|carguedas|08/02/2016|08/02/2017||0|||88|M2|63.4
FUSIP065|IMPERMEABILIZACION DE LOS TANQUES DE AGUA. ESPECIFICACIONES SEC. 603|FUSIP061|59|carguedas|08/02/2016|08/02/2017||0|||64|M2|101.28
FUSIP066|SELLADO IMPERMEABLE, TRANSPARENTE MATE Y REPELENTE DE AGUA, PARA ESTRUCTURAS DE HORMIGON VISTO. ESPECIFICACIONES SEC. 604|FUSIP061|60|carguedas|08/02/2016|08/02/2017||0|||448|M2|31.68
FUSIP067|IMPERMEABILIZACION DE LA CARA POSTERIOR DE LOS MUROS DE CONTENCION CON POLIETILENO DE 200 MICRONES CON TRANSLAPES DE 0.30 M, SEGUN DETALLE PL. ES18 Y ET.|FUSIP061|61|carguedas|08/02/2016|08/02/2017||0|||756|M2|62.98
FUSIP068|REVESTIMIENTO DE FACHADAS|FUSIP053|4 . 3 .|carguedas||||1|||||
FUSIP069|FACHADA DE MUROS EXTERIORES  CON REVOQUE DE MORTERO DE CAL HIDRATADA, CEMENTO Y ARENA, INCLUYE BUNAS. ESPECIFICACIONES SEC.  605|FUSIP068|62|carguedas|08/02/2016|08/02/2017||0|||2189.21|M2|151.52
FUSIP070|BOTAGUAS PREFABRICADOS DE HORMIGON ARMADO. PLANO DE DETALLE No D16.  ESPECIFICACIONES SEC. 607|FUSIP068|63|carguedas|08/02/2016|08/02/2017||0|||106.33|ML|128.7
FUSIP071|REVOQUE DE MUROS EXTERIORES CON MORTERO DE CEMENTO CON ACABADO TIPO HORMIGON VISTO|FUSIP068|64|carguedas|08/02/2016|08/02/2017||0|||460|M2|247.55
FUSIP072|JARDINES EN PLANTA BAJA, INCLUYE ACABADO, DRENAJES, GRAVA Y TIERRA. PLANO DE DETALLE No D17.|FUSIP068|65|carguedas|08/02/2016|08/02/2017||0|||165|M2|130.06
FUSIP073|JARDINES EN TERRAZA DE GALERIA, INCLUYE ACABADO, DRENAJES, GRAVA Y TIERRA. PLANO DE DETALLE No D15.|FUSIP068|66|carguedas|08/02/2016|08/02/2017||0|||30|M2|130.06
FUSIP074|REVESTIMIENTO DE CIELOS|FUSIP053|4 . 4 .|carguedas||||1|||||
FUSIP075|CIELO RASO DE YESO ENLUCIDO SOBRE LOSA. ESPECIFICACIONES SEC. 610|FUSIP074|67|carguedas|08/02/2016|08/02/2017||0|||1107|M2|86.17
FUSIP076|PROVISION E INSTALACION DE CIELO RASO FALSO CON PLACAS ARMSTRONG, TIPO ULTIMA VECTOR 1920, TEXTURA FINA, CON SISTEMA DE SUSPENCION T. PLANO DE DETALLE No D13. ESPECIFICACIONES SEC. 611|FUSIP074|68|carguedas|08/02/2016|08/02/2017||0|||596|M2|201.83
FUSIP077|CIELO RASO FALSO DE CARTON YESO, SOBRE ENTRAMADO METALICO. PLANO DE DETALLE No D6.ESPECIFICACIONES SEC.  612|FUSIP074|69|carguedas|08/02/2016|08/02/2017||0|||1836|M2|191.35
FUSIP078|PROVISION E INSTALACION DE CIELO RASO FALSO CON PLACAS DE MADERA CEDRO, CON SISTEMA METALICO INCLUIDO .|FUSIP074|70|carguedas|08/02/2016|08/02/2017||0|||199|M2|175.07
FUSIP079|CENEFA DE PANEL AMSTRONG PARA LA COLOCACION DE LUZ INDIRECTA EN CIELO FALSO Y PLAFONES EN AREAS INDICADAS DEL TEATRO, ESP. 649|FUSIP074|71|carguedas|08/02/2016|08/02/2017||0|||47|ML|284.37
FUSIP080|REVESTIMIENTO DE MUROS|FUSIP053|4 . 5 .|carguedas||||1|||||
FUSIP081|REVOQUE DE MUROS INTERIORES CON YESO. ESPECIFICACIONES SEC. 617|FUSIP080|72|carguedas|08/02/2016|08/02/2017||0|||6060|M2|78.94
FUSIP082|REVESTIMIENTO DE MUROS DE BANOS, CON CERAMICA ESMALTADA DE PRIMERA, INCLUYE CORTES A 45º, PIEZAS DE 41 X 41 CM. ESPECIFICACIONES SEC. 620|FUSIP080|73|carguedas|08/02/2016|08/02/2017||0|||631.76|M2|236.81
FUSIP083|REVESTIMIENTO DE MUROS DE COCINETAS, CON CERAMICA ESMALTADA DE PRIMERA, INCLUYE CORTES A 45º, PIEZAS DE 41 X 41 CM. ESPECIFICACIONES SEC. 620|FUSIP080|74|carguedas|08/02/2016|08/02/2017||0|||128.58|M2|236.81
FUSIP084|MURO CON REVESTIMIENTO DE GRANITO PARA MESONES DE INGRESO PARA SEGURIDAD Y CONTROL. ESPECIFICACIONES SEC. 621|FUSIP080|75|carguedas|08/02/2016|08/02/2017||0|||1|PZA|12494.82
FUSIP085|REVESTIMIENTO ACUSTICO DE  MADERA CEDRO EN MUROS DEL TEATRO. PLANO DE DETALLE No D5 . ESPECIFICACIONES.|FUSIP080|76|carguedas|08/02/2016|08/02/2017||0|||329|M2|325.81
FUSIP086|REVESTIMIENTO DE MUROS EXTERIOR DEL TEATRO, CON PIEDRA TARIJA   ESPECIFICACIONES.|FUSIP080|77|carguedas|08/02/2016|08/02/2017||0|||136|M2|313.37
FUSIP087|REVESTIMIENTO DE PISOS|FUSIP053|4 . 6 .|carguedas||||1|||||
FUSIP088|CONTRAPISOS SOBRE LOSAS DE PISOS. ESPECIFICACIONES SEC. 625|FUSIP087|78|carguedas|08/02/2016|08/02/2017||0|||3536|M2|83.85
FUSIP089|CONTRAPISO SOBRE LOSAS DE CUBIERTAS  PARA DAR PENDIENTES SEGUN LO INDICADO EN PLANOS DE INSTALACION SANITARIA. ESPECIFICACIONES SEC. 625|FUSIP087|79|carguedas|08/02/2016|08/02/2017||0|||549|M2|86.44
FUSIP090|CONTRAPISO ESTRIADO SOBRE LOSAS DE RAMPA VEHICULARES. ESPECIFICAIONES SEC. 626|FUSIP087|80|carguedas|08/02/2016|08/02/2017||0|||55|M2|89.51
FUSIP091|PISO DE CEMENTO ENLUCIDO PARA LAS SUPERFICIES EN  LAS SALAS DE EQUIPOS Y DEPOSITOS.|FUSIP087|81|carguedas|08/02/2016|08/02/2017||0|||415|M2|86.31
FUSIP092|PISO DE CEMENTO  PARA LAS SUPERFICIES DE PARQUEOS EN SOTANO.|FUSIP087|82|carguedas|08/02/2016|08/02/2017||0|||143|M2|86.31
FUSIP093|PISO DE CERAMICA DE PRIMERA, PIEZAS 41 CM X 41 CM, PARA BANOS. ESPECIFICACIONES  SEC. 627|FUSIP087|83|carguedas|08/02/2016|08/02/2017||0|||142|M2|236.81
FUSIP094|PISO DE CERAMICA DE PRIMERA, PIEZAS 41 CM X 41 CM, PARA COCINETAS. ESPECIFICACIONES  SEC. 627|FUSIP087|84|carguedas|08/02/2016|08/02/2017||0|||32|M2|236.81
FUSIP095|PISO DE PORCELANATO ANTIDESLIZANTE DE 60 CM X 60 CM, PARA SALAS. ESPECIFICACIONES SEC. 628|FUSIP087|85|carguedas|08/02/2016|08/02/2017||0|||1967|M2|200.37
FUSIP096|ZOCALOS DE PORCELANATO ALTURA DE 10 CM , CON PIEZAS FABRICADAS PARA ESTE FIN, INCLUYE BUNA DE YESO. PLANO DE DETALLE No D9.   ESPECIFICACIONES SEC. 630|FUSIP087|86|carguedas|08/02/2016|08/02/2017||0|||952|ML|84.86
FUSIP097|PISO DE PORCELANATO ANTIDESLIZANTE  DE 60 CM X 60 CM, PARA DEPOSITOS. ESPECIFICACIONES SEC. 628|FUSIP087|87|carguedas|08/02/2016|08/02/2017||0|||173|M2|200.37
FUSIP098|ZOCALOS DE PORCELANATO ALTURA DE 10 CM , CON PIEZAS CORTADAS PARA ESTE FIN, INCLUYE BUNA DE YESO. PLANO DE DETALLE No D38.  ESPECIFICACIONES SEC. 630|FUSIP087|88|carguedas|08/02/2016|08/02/2017||0|||122|ML|84.86
FUSIP099|HUELLAS Y CONTRAHUELLAS, PIEZAS DE PORCELANATO FABRICADAS PARA ESTA FINALIDAD,   PARA ESCALERA DE CAMERINOS. PLANO DE DETALLE No D10. ESPECIFICACIONES SEC. 629|FUSIP087|89|carguedas|08/02/2016|08/02/2017||0|||29|ML|227.91
FUSIP100|PELDANOS DE GRANITO ANTIDESLIZANTE, CON FALDON FRONTAL DE 10 CM PARA ESCALERAS PRINCIPALES. PLANO DE DETALLE No D10. ESPECIFICACIONES SEC. 632|FUSIP087|90|carguedas|08/02/2016|08/02/2017||0|||346|ML|495.06
FUSIP101|PISO DE ENTABLONADO DE MADERA 15 CM  X 120 CM X  2 CM  DE PRIMERA CALIDAD, SOBRE ENTRANQUILLADO DE MADERA, PARA TODAS LAS AREAS DEL ESCENARIO. PLANO DE DETALLE No D8. ESPECIFICACIONES SEC. 633|FUSIP087|91|carguedas|08/02/2016|08/02/2017||0|||108|M2|526.52
FUSIP102|CEPILLADO Y PLASTIFICADO DE PISOS DE MADERA, CON BARNIZ POLIURETANO MONO COMPONENTE. ESPECIFICACIONES SEC. 635|FUSIP087|92|carguedas|08/02/2016|08/02/2017||0|||108|M2|79.1
FUSIP103|PISO DE ENTABLONADO DE MADERA 15 CM  X 120 CM X  2 CM  DE PRIMERA CALIDAD, SOBRE LOSA, PARA AREAS DE OFICINA Y SALA DE REUNIONES. PLANO DE DETALLE No D7. ESPECIFICACIONES SEC. 633|FUSIP087|93|carguedas|08/02/2016|08/02/2017||0|||59|M2|336.57
FUSIP104|SUMINISTRO E INSTALACION DE PISO DE ALFOMBRA IMPORTADA, MILLIKEN O EQUIVALENTE, DE ALTO TRAFICO, MODULOS DE 60 X 60 CM ANTIALERGICA. ESPECIFICACIONES SEC. 636|FUSIP087|94|carguedas|08/02/2016|08/02/2017||0|||371|M2|229.23
FUSIP105|ZOCALOS DE MADERA CEDRO DE ALTURA H= 10 CM, CON CHANFLE. PLANO DE DETALLE No D9. ESPECIFICACIONES SEC. 637|FUSIP087|95|carguedas|08/02/2016|08/02/2017||0|||386|ML|85.17
FUSIP106|PISO DE VIDRIO TRANSPARENTE PARA SECTOR DE PUENTES|FUSIP087|96|carguedas|08/02/2016|08/02/2017||0|||2.16|M2|867.63
FUSIP107|CANTONERAS DE MADERA TAJIBO PARA ESCALERAS Y DESNIVELES EN EL TEATRO, PARA REMATAR LA ALFOMBRA|FUSIP087|97|carguedas|08/02/2016|08/02/2017||0|||222|ML|69.7
FUSIP108|PELDANOS PREFABRICADOS DE HORMIGON, CON FALDON FRONTAL DE 10 CM PARA ESCALERAS DE EMERGENCIA. PLANO DE DETALLE No D10. ESPECIFICACIONES SEC. 641|FUSIP087|98|carguedas|08/02/2016|08/02/2017||0|||255|ML|387.32
FUSIP109|ZOCALOS DE CONCRETO ALTURA DE 10 CM, INCLUYE BUNA EN HORMIGON.|FUSIP087|99|carguedas|08/02/2016|08/02/2017||0|||443|ML|67.73
