"54";"1";"2";"5";"52";"0";"2017-02-08 20:36:49";"2017-02-08 20:36:49";NULL;NULL;NULL;"OBRAS COMPLEMENTARIAS";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"55";"1";"2.1";"5";"53";"54";"2017-02-08 20:37:22";"2017-02-08 20:37:22";NULL;NULL;NULL;"INSTALACION DE FAENAS";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"56";"1";"TA0001";"5";"54";"53";"2017-02-08 20:37:48";"2017-02-08 20:37:48";NULL;NULL;NULL;"EXCAVACION CON MAQUINARIA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"57";"1";"TA0002";"5";"55";"53";"2017-02-08 20:38:03";"2017-02-08 20:38:03";NULL;NULL;NULL;"EXCAVACION MANUAL DE 0 A 2 M";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"58";"1";"3";"5";"57";"0";"2017-02-08 23:47:34";"2017-02-08 23:47:34";NULL;NULL;NULL;"CAPITULO 3";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"59";"1";"3.1";"5";"58";"58";"2017-02-08 23:47:46";"2017-02-08 23:47:46";NULL;NULL;NULL;"CAPITULO 3.1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"60";"1";"TA0003";"5";"59";"59";"2017-02-08 23:49:59";"2017-02-08 23:49:59";NULL;NULL;NULL;"EMPEDRADO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"61";"1";"TA0004";"5";"30";"59";"2017-02-09 00:01:12";"2017-02-09 00:01:12";NULL;NULL;NULL;"PILAR DE HOAO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"62";"1";"TA0005";"5";"60";"53";"2017-02-09 20:57:02";"2017-02-09 20:57:02";NULL;NULL;NULL;"TRASLADO DE MATERIAL SOBRANTE";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"63";"1";"TA0006";"5";"30";"53";"2017-02-10 20:38:16";"2017-02-10 20:38:16";NULL;NULL;NULL;"PILAR DE HOAO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"64";"1";"TA0007";"5";"61";"53";"2017-02-10 20:38:44";"2017-02-10 20:38:44";NULL;NULL;NULL;"XXXXX";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"65";"1";"1";"6";"41";"0";"2017-02-10 22:57:19";"2017-02-10 22:57:19";NULL;NULL;NULL;"MURO DE CERCO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"66";"1";"TA0001";"6";"37";"0";"2017-02-10 22:57:19";"2017-02-10 22:57:19";NULL;NULL;NULL;"EXCAVACION";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"67";"1";"TA0002";"6";"38";"0";"2017-02-10 22:57:19";"2017-02-10 22:57:19";NULL;NULL;NULL;"HORMIGON H-17";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"68";"1";"TA0003";"6";"39";"0";"2017-02-10 22:57:19";"2017-02-10 22:57:19";NULL;NULL;NULL;"PROVISION DE AGREGADO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"69";"1";"TA0004";"6";"27";"65";"2017-02-10 22:57:19";"2017-02-10 22:57:19";NULL;NULL;NULL;"CIMIENTOS DE HOCO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"70";"1";"TA0005";"6";"43";"65";"2017-02-10 22:57:19";"2017-02-10 22:57:19";NULL;NULL;NULL;"EXCAVACION  0-1.5 M BLANDO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"71";"1";"TA0006";"6";"28";"65";"2017-02-10 22:57:19";"2017-02-10 22:57:19";NULL;NULL;NULL;"Viga de encadenado de HoAo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"72";"1";"1";"7";"62";"0";"2017-02-13 23:17:42";"2017-02-13 23:17:42";NULL;NULL;NULL;"OBRAS CIVILES";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"73";"1";"TA0001";"7";"0";"72";"2017-02-13 23:19:08";"2017-02-13 23:45:19";NULL;NULL;NULL;"muro de ladrillo gambote e=25";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"74";"1";"TA0002";"7";"64";"72";"2017-02-13 23:22:41";"2017-02-13 23:22:41";NULL;NULL;NULL;"PROV E INST DE SISTEMA DE PUESTA A TIERRA 1 JABALINA 5/8 240CM C/CBLE";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"75";"1";"TA0003";"7";"65";"72";"2017-02-13 23:23:19";"2017-02-13 23:23:19";NULL;NULL;NULL;"ACCESOSRIOS CASETA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"76";"1";"TA0004";"7";"66";"72";"2017-02-13 23:23:27";"2017-02-13 23:23:27";NULL;NULL;NULL;"MURO DE LADRILLO GAMBOTE E=12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"77";"1";"TA0005";"7";"67";"72";"2017-02-13 23:23:50";"2017-02-13 23:23:50";NULL;NULL;NULL;"CARPETA DE CEMENTO INC EMPEDRADO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"79";"1";"TA0007";"7";"69";"72";"2017-02-13 23:24:13";"2017-02-13 23:24:13";NULL;NULL;NULL;"PUERTA METALICA CASETA TRANSFORMADOR";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"80";"1";"TA0008";"7";"70";"72";"2017-02-13 23:24:34";"2017-02-13 23:24:34";NULL;NULL;NULL;"LOSA ALIVIANADA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"81";"1";"TA0009";"7";"71";"72";"2017-02-13 23:24:42";"2017-02-13 23:24:42";NULL;NULL;NULL;"BASES DE HORMIGON CICLOPEO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"83";"1";"TA0010";"7";"71";"72";"2017-02-13 23:52:45";"2017-02-13 23:53:03";NULL;NULL;NULL;"bases de hormigon ciclopeo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"84";"1";"TA0011";"7";"28";"72";"2017-02-14 00:07:29";"2017-02-14 00:07:29";NULL;NULL;NULL;"VIGA DE ENCADENADO DE HOAO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"85";"1";"2";"7";"73";"0";"2017-02-14 01:55:47";"2017-02-14 01:55:47";NULL;NULL;NULL;"OBRAS COMPLEMENTARIAS";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"86";"1";"TA0012";"7";"74";"85";"2017-02-14 01:56:05";"2017-02-14 01:56:05";NULL;NULL;NULL;"ITEM 1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"92";"1";"1";"8";"80";"0";"2017-02-14 15:11:10";"2017-02-14 23:11:10";NULL;NULL;NULL;"OBRAS PRELIMINARES";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"93";"1";"2";"8";"81";"0";"2017-02-14 15:11:16";"2017-02-14 23:11:16";NULL;NULL;NULL;"OBRA GRUESA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"94";"1";"3";"8";"82";"0";"2017-02-14 15:11:19";"2017-02-14 23:11:19";NULL;NULL;NULL;"OBRA FINA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"95";"1";"TA0001";"8";"83";"92";"2017-02-14 15:11:34";"2017-02-14 23:11:34";NULL;NULL;NULL;"INSTALACION DE FAENAS";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"96";"1";"1";"10";"62";"0";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"OBRAS CIVILES";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"97";"1";"2";"10";"73";"0";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"OBRAS COMPLEMENTARIAS";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"98";"1";"TA0001";"10";"0";"96";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"muro de ladrillo gambote e=25";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"99";"1";"TA0002";"10";"64";"96";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"PROV E INST DE SISTEMA DE PUESTA A TIERRA 1 JABALINA 5/8 240CM C/CBLE";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"100";"1";"TA0003";"10";"65";"96";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"ACCESOSRIOS CASETA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"101";"1";"TA0004";"10";"66";"96";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"MURO DE LADRILLO GAMBOTE E=12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"102";"1";"TA0005";"10";"67";"96";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"CARPETA DE CEMENTO INC EMPEDRADO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"103";"1";"TA0006";"10";"69";"96";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"PUERTA METALICA CASETA TRANSFORMADOR";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"104";"1";"TA0007";"10";"70";"96";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"LOSA ALIVIANADA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"105";"1";"TA0008";"10";"71";"96";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"BASES DE HORMIGON CICLOPEO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"106";"1";"TA0009";"10";"71";"96";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"bases de hormigon ciclopeo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"107";"1";"TA0010";"10";"28";"96";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"VIGA DE ENCADENADO DE HOAO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"108";"1";"TA0011";"10";"74";"97";"2017-02-14 15:30:30";"2017-02-14 23:30:30";NULL;NULL;NULL;"ITEM 1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"109";"1";"1";"11";"62";"0";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"OBRAS CIVILES";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"110";"1";"2";"11";"73";"0";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"OBRAS COMPLEMENTARIAS";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"111";"1";"TA0001";"11";"0";"109";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"muro de ladrillo gambote e=25";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"112";"1";"TA0002";"11";"64";"109";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"PROV E INST DE SISTEMA DE PUESTA A TIERRA 1 JABALINA 5/8 240CM C/CBLE";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"113";"1";"TA0003";"11";"65";"109";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"ACCESOSRIOS CASETA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"114";"1";"TA0004";"11";"66";"109";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"MURO DE LADRILLO GAMBOTE E=12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"115";"1";"TA0005";"11";"67";"109";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"CARPETA DE CEMENTO INC EMPEDRADO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"116";"1";"TA0006";"11";"69";"109";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"PUERTA METALICA CASETA TRANSFORMADOR";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"117";"1";"TA0007";"11";"70";"109";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"LOSA ALIVIANADA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"118";"1";"TA0008";"11";"71";"109";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"BASES DE HORMIGON CICLOPEO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"119";"1";"TA0009";"11";"71";"109";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"bases de hormigon ciclopeo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"120";"1";"TA0010";"11";"28";"109";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"VIGA DE ENCADENADO DE HOAO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"121";"1";"TA0011";"11";"74";"110";"2017-02-14 15:31:32";"2017-02-14 23:31:32";NULL;NULL;NULL;"ITEM 1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"122";"1";"1";"12";"84";"0";"2017-02-15 18:11:18";"2017-02-16 02:11:18";NULL;NULL;NULL;"GRUPO 1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"123";"1";"TA0001";"12";"69";"122";"2017-02-15 18:11:43";"2017-02-16 02:11:43";NULL;NULL;NULL;"PUERTA METALICA CASETA TRANSFORMADOR";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"124";"1";"TA0002";"12";"70";"122";"2017-02-15 18:11:43";"2017-02-16 02:11:43";NULL;NULL;NULL;"LOSA ALIVIANADA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"125";"1";"TA0003";"12";"66";"122";"2017-02-15 18:11:43";"2017-02-16 02:11:43";NULL;NULL;NULL;"MURO DE LADRILLO GAMBOTE E=12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"126";"1";"2";"12";"85";"0";"2017-02-15 18:15:35";"2017-02-16 02:15:35";NULL;NULL;NULL;"GRUPO 2";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"127";"1";"TA0004";"12";"28";"126";"2017-02-15 18:16:10";"2017-02-16 02:16:10";NULL;NULL;NULL;"VIGA DE ENCADENADO DE HOAO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"128";"1";"TA0005";"12";"64";"126";"2017-02-15 18:16:10";"2017-02-16 02:16:10";NULL;NULL;NULL;"PROV E INST DE SISTEMA DE PUESTA A TIERRA 1 JABALINA 5/8 240CM C/CBLE";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"129";"1";"TA0006";"12";"65";"126";"2017-02-15 18:16:10";"2017-02-16 02:16:10";NULL;NULL;NULL;"ACCESOSRIOS CASETA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"130";"1";"TA0007";"12";"71";"126";"2017-02-15 18:16:10";"2017-02-16 02:16:10";NULL;NULL;NULL;"bases de hormigon ciclopeo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"131";"1";"3";"12";"86";"0";"2017-02-15 18:21:35";"2017-02-16 02:21:35";NULL;NULL;NULL;"GRUPO 3";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"132";"1";"TA0008";"12";"39";"131";"2017-02-15 18:21:50";"2017-02-16 02:21:50";NULL;NULL;NULL;"PROVISION DE AGREGADO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"133";"1";"TA0009";"12";"27";"131";"2017-02-15 18:21:50";"2017-02-16 02:21:50";NULL;NULL;NULL;"CIMIENTOS DE HOCO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"134";"1";"TA0010";"12";"43";"131";"2017-02-15 18:21:50";"2017-02-16 02:21:50";NULL;NULL;NULL;"EXCAVACION  0-1.5 M BLANDO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"136";"1";"1";"19";"88";"0";"2017-02-20 12:51:09";"2017-02-20 20:51:09";NULL;NULL;NULL;"MODULO 1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL
"137";"1";"1";"18";"0";"0";"2017-02-20 12:59:04";"2017-02-20 20:59:04";NULL;NULL;NULL;"Grupo 1";;"0";"0";"0";"0";"1";"0";"1";;;"1";
"138";"1";"GM-O-ACC-022";"18";"0";"137";"2017-02-20 12:59:04";"2017-02-20 20:59:04";NULL;NULL;NULL;"PROV Y COLOC DE TACHAS (OJOS DE GATO)";;"0";"0";"0";"0";"1";"0";"1";;;"2";
"139";"1";"GM-O-ACC-023";"18";"0";"137";"2017-02-20 12:59:04";"2017-02-20 20:59:04";NULL;NULL;NULL;"PROVISION Y COLOCADO DE SEÑALIZACIÓN VERTICAL 90 X 60 CM (NO REFLECTIVA)";;"0";"0";"0";"0";"1";"0";"1";;;"3";
"140";"1";"GM-O-ACC-024";"18";"0";"137";"2017-02-20 12:59:04";"2017-02-20 20:59:04";NULL;NULL;NULL;"PROVISION Y COLOCADO DE SEÑALIZACIÓN VERTICAL 60x60 CM Y 75x50 GRADO DIAMANTE";;"0";"0";"0";"0";"1";"0";"1";;;"4";
"141";"1";"GM-O-ACC-026";"18";"0";"137";"2017-02-20 12:59:04";"2017-02-20 20:59:04";NULL;NULL;NULL;"PROV. Y COLOC. LLAVE DE PASO CORTINA D= 4""";;"0";"0";"0";"0";"1";"0";"1";;;"5";
"142";"1";"GM-O-ACC-027";"18";"0";"137";"2017-02-20 12:59:04";"2017-02-20 20:59:04";NULL;NULL;NULL;"PROVISION Y COLOCACION CAJA RECEPTORA DE PVC 6"" x 30 cm.";;"0";"0";"0";"0";"1";"0";"1";;;"6";
"143";"1";"GM-O-ACC-029";"18";"0";"137";"2017-02-20 12:59:04";"2017-02-20 20:59:04";NULL;NULL;NULL;"PROV Y COLOCADO YEE 4"", 3"", 3"" 90º, PARA DRENAJE DE CANCHAS DE PASTO SINTETICO";;"0";"0";"0";"0";"1";"0";"1";;;"7";
"144";"1";"GM-O-ACC-030";"18";"0";"137";"2017-02-20 12:59:04";"2017-02-20 20:59:04";NULL;NULL;NULL;"PROV Y COLOCADO DE CODO 90° PVC C-9 D=4""";;"0";"0";"0";"0";"1";"0";"1";;;"8";
"145";"1";"GM-O-ACC-033";"18";"0";"137";"2017-02-20 12:59:04";"2017-02-20 20:59:04";NULL;NULL;NULL;"PROVISION Y COLOCACION DE BANCAS APERGOLADAS DE EXPOCISION";;"0";"0";"0";"0";"1";"0";"1";;;"9";
"146";"1";"GM-O-ACC-037";"18";"0";"137";"2017-02-20 12:59:04";"2017-02-20 20:59:04";NULL;NULL;NULL;"PROVISION Y COLOCACION DE NIPLE PVC 3/4""";;"0";"0";"0";"0";"1";"0";"1";;;"10";
