ref|label|hilo|item|login|fechaini|fechafin|detail|group|type|typename|unitprogram|unit|price
T73|REVESTIMIENTO DE MUROS DE BANOS, CON CERAMICA ESMALTADA DE PRIMERA, INCLUYE CORTES A 45º, PIEZAS DE 41 X 41 CM. ESPECIFICACIONES SEC. 620|||carguedas|08/02/2016|08/02/2017||0|||631.76|M2|236.81
T74|REVESTIMIENTO DE MUROS DE COCINETAS, CON CERAMICA ESMALTADA DE PRIMERA, INCLUYE CORTES A 45º, PIEZAS DE 41 X 41 CM. ESPECIFICACIONES SEC. 620|||carguedas|08/02/2016|08/02/2017||0|||128.58|M2|236.81
T75|MURO CON REVESTIMIENTO DE GRANITO PARA MESONES DE INGRESO PARA SEGURIDAD Y CONTROL. ESPECIFICACIONES SEC. 621|||carguedas|08/02/2016|08/02/2017||0|||1|PZA|12494.82
T76|REVESTIMIENTO ACUSTICO DE  MADERA CEDRO EN MUROS DEL TEATRO. PLANO DE DETALLE No D5 . ESPECIFICACIONES.|||carguedas|08/02/2016|08/02/2017||0|||329|M2|325.81
T77|REVESTIMIENTO DE MUROS EXTERIOR DEL TEATRO, CON PIEDRA TARIJA   ESPECIFICACIONES.|||carguedas|08/02/2016|08/02/2017||0|||136|M2|313.37
MOD10|REVESTIMIENTO DE PISOS|||carguedas||||1|||||
T78|CONTRAPISOS SOBRE LOSAS DE PISOS. ESPECIFICACIONES SEC. 625|||carguedas|08/02/2016|08/02/2017||0|||3536|M2|83.85
T79|CONTRAPISO SOBRE LOSAS DE CUBIERTAS  PARA DAR PENDIENTES SEGUN LO INDICADO EN PLANOS DE INSTALACION SANITARIA. ESPECIFICACIONES SEC. 625|||carguedas|08/02/2016|08/02/2017||0|||549|M2|86.44
T80|CONTRAPISO ESTRIADO SOBRE LOSAS DE RAMPA VEHICULARES. ESPECIFICAIONES SEC. 626|||carguedas|08/02/2016|08/02/2017||0|||55|M2|89.51
T81|PISO DE CEMENTO ENLUCIDO PARA LAS SUPERFICIES EN  LAS SALAS DE EQUIPOS Y DEPOSITOS.|||carguedas|08/02/2016|08/02/2017||0|||415|M2|86.31
T82|PISO DE CEMENTO  PARA LAS SUPERFICIES DE PARQUEOS EN SOTANO.|||carguedas|08/02/2016|08/02/2017||0|||143|M2|86.31
T83|PISO DE CERAMICA DE PRIMERA, PIEZAS 41 CM X 41 CM, PARA BANOS. ESPECIFICACIONES  SEC. 627|||carguedas|08/02/2016|08/02/2017||0|||142|M2|236.81
T84|PISO DE CERAMICA DE PRIMERA, PIEZAS 41 CM X 41 CM, PARA COCINETAS. ESPECIFICACIONES  SEC. 627|||carguedas|08/02/2016|08/02/2017||0|||32|M2|236.81
T85|PISO DE PORCELANATO ANTIDESLIZANTE DE 60 CM X 60 CM, PARA SALAS. ESPECIFICACIONES SEC. 628|||carguedas|08/02/2016|08/02/2017||0|||1967|M2|200.37
T86|ZOCALOS DE PORCELANATO ALTURA DE 10 CM , CON PIEZAS FABRICADAS PARA ESTE FIN, INCLUYE BUNA DE YESO. PLANO DE DETALLE No D9.   ESPECIFICACIONES SEC. 630|||carguedas|08/02/2016|08/02/2017||0|||952|ML|84.86
T87|PISO DE PORCELANATO ANTIDESLIZANTE  DE 60 CM X 60 CM, PARA DEPOSITOS. ESPECIFICACIONES SEC. 628|||carguedas|08/02/2016|08/02/2017||0|||173|M2|200.37
T88|ZOCALOS DE PORCELANATO ALTURA DE 10 CM , CON PIEZAS CORTADAS PARA ESTE FIN, INCLUYE BUNA DE YESO. PLANO DE DETALLE No D38.  ESPECIFICACIONES SEC. 630|||carguedas|08/02/2016|08/02/2017||0|||122|ML|84.86
T89|HUELLAS Y CONTRAHUELLAS, PIEZAS DE PORCELANATO FABRICADAS PARA ESTA FINALIDAD,   PARA ESCALERA DE CAMERINOS. PLANO DE DETALLE No D10. ESPECIFICACIONES SEC. 629|||carguedas|08/02/2016|08/02/2017||0|||29|ML|227.91
T90|PELDANOS DE GRANITO ANTIDESLIZANTE, CON FALDON FRONTAL DE 10 CM PARA ESCALERAS PRINCIPALES. PLANO DE DETALLE No D10. ESPECIFICACIONES SEC. 632|||carguedas|08/02/2016|08/02/2017||0|||346|ML|495.06
T91|PISO DE ENTABLONADO DE MADERA 15 CM  X 120 CM X  2 CM  DE PRIMERA CALIDAD, SOBRE ENTRANQUILLADO DE MADERA, PARA TODAS LAS AREAS DEL ESCENARIO. PLANO DE DETALLE No D8. ESPECIFICACIONES SEC. 633|||carguedas|08/02/2016|08/02/2017||0|||108|M2|526.52
T92|CEPILLADO Y PLASTIFICADO DE PISOS DE MADERA, CON BARNIZ POLIURETANO MONO COMPONENTE. ESPECIFICACIONES SEC. 635|||carguedas|08/02/2016|08/02/2017||0|||108|M2|79.1
T93|PISO DE ENTABLONADO DE MADERA 15 CM  X 120 CM X  2 CM  DE PRIMERA CALIDAD, SOBRE LOSA, PARA AREAS DE OFICINA Y SALA DE REUNIONES. PLANO DE DETALLE No D7. ESPECIFICACIONES SEC. 633|||carguedas|08/02/2016|08/02/2017||0|||59|M2|336.57
T94|SUMINISTRO E INSTALACION DE PISO DE ALFOMBRA IMPORTADA, MILLIKEN O EQUIVALENTE, DE ALTO TRAFICO, MODULOS DE 60 X 60 CM ANTIALERGICA. ESPECIFICACIONES SEC. 636|||carguedas|08/02/2016|08/02/2017||0|||371|M2|229.23
T95|ZOCALOS DE MADERA CEDRO DE ALTURA H= 10 CM, CON CHANFLE. PLANO DE DETALLE No D9. ESPECIFICACIONES SEC. 637|||carguedas|08/02/2016|08/02/2017||0|||386|ML|85.17
T96|PISO DE VIDRIO TRANSPARENTE PARA SECTOR DE PUENTES|||carguedas|08/02/2016|08/02/2017||0|||2.16|M2|867.63
T97|CANTONERAS DE MADERA TAJIBO PARA ESCALERAS Y DESNIVELES EN EL TEATRO, PARA REMATAR LA ALFOMBRA|||carguedas|08/02/2016|08/02/2017||0|||222|ML|69.7
T98|PELDANOS PREFABRICADOS DE HORMIGON, CON FALDON FRONTAL DE 10 CM PARA ESCALERAS DE EMERGENCIA. PLANO DE DETALLE No D10. ESPECIFICACIONES SEC. 641|||carguedas|08/02/2016|08/02/2017||0|||255|ML|387.32
T99|ZOCALOS DE CONCRETO ALTURA DE 10 CM, INCLUYE BUNA EN HORMIGON.|||carguedas|08/02/2016|08/02/2017||0|||443|ML|67.73
T100|LOSETAS|||carguedas|08/02/2016|08/02/2017||0|||488|M2|307.42
T101|ZOCALOS PREFABRICADOS DE HORMIGON  DE  60 CM X 10 CM. PARA PROTEGER IMPERMEABILIZACION PERIMETRAL EN CUBIERTA. PLANO DE DETALLE No D14.|||carguedas|08/02/2016|08/02/2017||0|||274|M2|189.96
T102|ACERAS CON PIEZAS PREFABRICADAS DE HORMIGON H20 DE  60 CM X 60 CM. X 12 CM. PLANO DE DETALLE No D17.ESPECIFICACIONES SEC 642|||carguedas|08/02/2016|08/02/2017||0|||205|M2|381.18
T103|BORDILLOS CORDON DE ACERA, CON PIEZAS PREFABRICADOS DE HORMIGON H 20  DE 1,20 M DE LONGITUD . PLANO DE DETALLE No D17.ESPECIFICACIONES SEC. 643|||carguedas|08/02/2016|08/02/2017||0|||51.74|ML|157.95
T104|TOPES DE HORMIGON PREFABRICADO, PARA VEHICULOS. PLANO DE DETALLE No D17. ESPECIFICACIONES SEC. 643|||carguedas|08/02/2016|08/02/2017||0|||3|PZA|323.25
MOD11|PINTURAS|||carguedas||||1|||||
T105|PINTURA SUPERLATEX EN MUROS EXTERIORES, COLOR A DEFINIR EN OBRA. ESPECIFICACIONES SEC. 644|||carguedas|08/02/2016|08/02/2017||0|||2190.21|M2|35.79
T106|PINTURA  LATEX  INTERIOR EN MUROS, COLOR A DEFINIR EN OBRA. ESPECIFICACIONES SEC. 645|||carguedas|08/02/2016|08/02/2017||0|||5285|M2|31.54
T107|PINTURA LATEX INTERIOR EN CIELOS, COLOR A DEFINIR EN OBRA. ESPECIFICACIONES SEC.  645|||carguedas|08/02/2016|08/02/2017||0|||2944|M2|31.54
T108|PINTURA DE SENALIZACION PARA MARCAS EN ESTACIONAMIENTOS, EN COLUMNAS  Y  MUROS, COLORES NEGRO, AMARILLO, AZUL Y BLANCO. INCLUYE NUMERACION DE PARQUEOS. ESPECIFICACIOENS  SEC. 647|||carguedas|08/02/2016|08/02/2017||0|||30|M2|41.33
T109|PINTURA DE SENALIZACION PARA MARCAS EN ESTACIONAMIENTOS EN PISO, CON FRANJAS DE 10 CM.  COLORES NEGRO, AMARILLO, AZUL Y BLANCO. ESPECIFICACIOENS  SEC. 647|||carguedas|08/02/2016|08/02/2017||0|||20|ML|41.33
T110|PINTURA  SATINADA PARA MUROS DE CAMERINOS,  COLOR A DEFINIR EN OBRA.  ESPECIFICACIONES SEC. 645|||carguedas|08/02/2016|08/02/2017||0|||777|M2|41.27
MOD12|CARPINTERIA DE MADERA|||carguedas||||1|||||
