cod_grupo;des_grupo;code_categorie;des_clase;ref;label
16;OTROS MATERIALES QUIMICOS                                                                           ;1602;PEGAMENTOS                                                                                          ;1602023;PEGAMENTO INSTANTANEO DE 2ML                                                                        
16;OTROS MATERIALES QUIMICOS                                                                           ;1602;PEGAMENTOS                                                                                          ;1602024;PEGAMENTO EN BARRA                                                                                  
16;OTROS MATERIALES QUIMICOS                                                                           ;1602;PEGAMENTOS                                                                                          ;1602032;CLEFA (3,6 LITROS)                                                                                  
16;OTROS MATERIALES QUIMICOS                                                                           ;1602;PEGAMENTOS                                                                                          ;1602040;PEGAMENTO PARA PARQUET                                                                              
16;OTROS MATERIALES QUIMICOS                                                                           ;1605;OTROS                                                                                               ;1605025;FORMOLIMP                                                                                           
20;PRODUCTOS DE MATERIALES PLASTICOS                                                                   ;2008;PLASTICOS                                                                                           ;2008029;PROTECTORES PARA ALFOMBRAS                                                                          
20;PRODUCTOS DE MATERIALES PLASTICOS                                                                   ;2012;RAMPLUG                                                                                             ;2012002;RAMPLUG N° 6                                                                                        
20;PRODUCTOS DE MATERIALES PLASTICOS                                                                   ;2023;VARIOS                                                                                              ;2023039;BANDEJA PORTA PAPELES                                                                               
20;PRODUCTOS DE MATERIALES PLASTICOS                                                                   ;2023;VARIOS                                                                                              ;2023051;PORTACLIPS DE PLÁSTICO                                                                              
20;PRODUCTOS DE MATERIALES PLASTICOS                                                                   ;2023;VARIOS                                                                                              ;2023057;PORTA LÁPICES                                                                                       
20;PRODUCTOS DE MATERIALES PLASTICOS                                                                   ;2023;VARIOS                                                                                              ;2023058;BASUREROS PAPELEROS                                                                                 
20;PRODUCTOS DE MATERIALES PLASTICOS                                                                   ;2023;VARIOS                                                                                              ;2023100;BASURERO DE PLASTICO                                                                                
20;PRODUCTOS DE MATERIALES PLASTICOS                                                                   ;2023;VARIOS                                                                                              ;2023156;"NIPLE HEXAGONAL DE PVC DE 1/2""                                                                      "
20;PRODUCTOS DE MATERIALES PLASTICOS                                                                   ;2023;VARIOS                                                                                              ;2023158;EMPAQUETADURA  ANCHOR (SELLO ANTIFUGA DE GOMA PARA INODOROS)                                        
20;PRODUCTOS DE MATERIALES PLASTICOS                                                                   ;2023;VARIOS                                                                                              ;2023162;"CAJA PLASTICA 2 X 4"" P/SOBREPONER                                                                   "
20;PRODUCTOS DE MATERIALES PLASTICOS                                                                   ;2023;VARIOS                                                                                              ;2023164;BASURERO DE 60 LTS. C/TAPA PUSH                                                                     
21;PRODUCTOS DE METAL                                                                                  ;2109;BISAGRAS                                                                                            ;2109009;BISAGRA                                                                                             
21;PRODUCTOS DE METAL                                                                                  ;2110;BROCAS                                                                                              ;2110003;BROCAS PARA ACERO DE 3,0 MM                                                                         
21;PRODUCTOS DE METAL                                                                                  ;2110;BROCAS                                                                                              ;2110014;BROCAS DE CONCRETO Nº 6                                                                             
21;PRODUCTOS DE METAL                                                                                  ;2110;BROCAS                                                                                              ;2110015;BROCAS DE CONCRETO Nº 5                                                                             
21;PRODUCTOS DE METAL                                                                                  ;2110;BROCAS                                                                                              ;2110018;BROCA DE COBALTO M - 5                                                                              
21;PRODUCTOS DE METAL                                                                                  ;2114;CHAPAS                                                                                              ;2114038;CHAPA YALE 396 GANCHO, LLAVE, PERILLA                                                               
21;PRODUCTOS DE METAL                                                                                  ;2116;BRAZO HIDRAULICO                                                                                    ;2116001;BRAZO HIDRAULICO                                                                                    
21;PRODUCTOS DE METAL                                                                                  ;2126;LLAVES DE PASO                                                                                      ;2126023;"LLAVE DE PASO DE 1/2""                                                                               "
21;PRODUCTOS DE METAL                                                                                  ;2128;PERNOS                                                                                              ;2128021;PERNO 1/4 X 1 1/2 C/TUERCA                                                                          
21;PRODUCTOS DE METAL                                                                                  ;2128;PERNOS                                                                                              ;2128022;PERNO 1/4 X 1 1/2 C/TUERCA                                                                          
21;PRODUCTOS DE METAL                                                                                  ;2128;PERNOS                                                                                              ;2128023;PERNO 1/4 X 1/2 CONICO                                                                              
21;PRODUCTOS DE METAL                                                                                  ;2141;TORNILLOS                                                                                           ;2141034;"TORNILLO DE ENCARNE 1.5"" N° 6                                                                       "
21;PRODUCTOS DE METAL                                                                                  ;2141;TORNILLOS                                                                                           ;2141035;"TORNILLO DE ENCARNE 1/2"" N° 6                                                                       "
21;PRODUCTOS DE METAL                                                                                  ;2153;CHICOTILLOS METALICOS                                                                               ;2153003;CHICOTILLO RIGIDO CROMADO DE 40 CM.                                                                 
21;PRODUCTOS DE METAL                                                                                  ;2162;VARIOS                                                                                              ;2162035;JALADOR BOTON                                                                                       
21;PRODUCTOS DE METAL                                                                                  ;2162;VARIOS                                                                                              ;2162150;SOLDADURA DE ESTAÑO                                                                                 
21;PRODUCTOS DE METAL                                                                                  ;2162;VARIOS                                                                                              ;2162164;KIT DE REPARACION A-1038-A 3,5 GPF (DIAFRAGMA DE FLUXOR O FLUXOMETRO)                               
21;PRODUCTOS DE METAL                                                                                  ;2162;VARIOS                                                                                              ;2162174;BLISTER SOLDADURA 5 MTS. DE 1,2 MM                                                                  
21;PRODUCTOS DE METAL                                                                                  ;2162;VARIOS                                                                                              ;2162175;COLGADOR METALICO                                                                                   
21;PRODUCTOS DE METAL                                                                                  ;2162;VARIOS                                                                                              ;2162176;SEGURO PARA PUERTA                                                                                  
21;PRODUCTOS DE METAL                                                                                  ;2162;VARIOS                                                                                              ;2162177;MANIVELA PARA GATA HIDRAULICA                                                                       
21;PRODUCTOS DE METAL                                                                                  ;2168;VARIOS                                                                                              ;2168009;DISPENSADORES METALICOS P/ROLLOS DE 500 MTS                                                         
21;PRODUCTOS DE METAL                                                                                  ;2168;VARIOS                                                                                              ;2168010;TAPAS METALICAS RECTANGULARES                                                                       
21;PRODUCTOS DE METAL                                                                                  ;2170;GRIFOS                                                                                              ;2170001;GRIFERIA MEZCLADORA DE MESON PARA LAVAMANOS DE PICO LARGO                                           
21;PRODUCTOS DE METAL                                                                                  ;2170;GRIFOS                                                                                              ;2170002;GRIFO LLAVE FINAL CON CUELLO LARGO Y CON PITON PARA MANGUERA                                        
21;PRODUCTOS DE METAL                                                                                  ;2170;GRIFOS                                                                                              ;2170003;GRIFO LLAVE FINAL CROMADO PARA LAVAMANOS PICO LARGO                                                 
25;MATERIAL DE LIMPIEZA                                                                                ;2505;LIMPIADORES                                                                                         ;2505011;LAVA VAJILLA                                                                                        
25;MATERIAL DE LIMPIEZA                                                                                ;2511;ESPONJAS                                                                                            ;2511001;ESPONJA BICOLOR                                                                                     
25;MATERIAL DE LIMPIEZA                                                                                ;2516;OTROS                                                                                               ;2516021;SANITIZADOR DE MANOS  (370 ML)                                                                      
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2805;BOLIGRAFOS                                                                                          ;2805001;BOLIGRAFOS CORRIENTES                                                                               
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2810;CINTAS                                                                                              ;2810053;CINTA P/RELOJ MARCADOR HORO/FECHADOR                                                                
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2810;CINTAS                                                                                              ;2810079;CINTA DOBLE CONTACTO                                                                                
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2811;CLIPS                                                                                               ;2811002;CLIPS 50 MM                                                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2811;CLIPS                                                                                               ;2811004;CLIPS MARIPOSA                                                                                      
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2811;CLIPS                                                                                               ;2811006;CLIPS 78 MM                                                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2811;CLIPS                                                                                               ;2811007;CLIPS 33 MM                                                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2812;ACCESORIOS DE ESCRITORIO                                                                            ;2812001;DESENGRAMPADORA                                                                                     
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2812;ACCESORIOS DE ESCRITORIO                                                                            ;2812006;TIJERAS                                                                                             
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2812;ACCESORIOS DE ESCRITORIO                                                                            ;2812010;DESPACHADORA DE DIUREX                                                                              
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2812;ACCESORIOS DE ESCRITORIO                                                                            ;2812011;TAJADOR DE ESCRITORIO (GRANDE)                                                                      
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2812;ACCESORIOS DE ESCRITORIO                                                                            ;2812015;POST IT VARIOS TAMANOS                                                                              
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2812;ACCESORIOS DE ESCRITORIO                                                                            ;2812017;BASE P/EXFOLIADOR                                                                                   
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2812;ACCESORIOS DE ESCRITORIO                                                                            ;2812052;PERFORADORA MEDIANA                                                                                 
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2812;ACCESORIOS DE ESCRITORIO                                                                            ;2812053;ENGRAMPADORA MEDIANA                                                                                
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2812;ACCESORIOS DE ESCRITORIO                                                                            ;2812063;CINTA ADHESIVA PARA EMBALAJE                                                                        
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2813;DESPACHADORA DE DIUREX                                                                              ;2813001;PORTADIUREX PARA EMBALAJE                                                                           
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2818;DIUREX                                                                                              ;2818003;DIUREX PEQUEÑO  19MM                                                                                
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2822;ESTILETES - CUCHILLAS                                                                               ;2822001;ESTILETES                                                                                           
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2823;ETIQUETAS                                                                                           ;2823001;ETIQUETAS AUTOADHESIVAS MEDIANAS                                                                    
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2824;FIBROGRAFOS                                                                                         ;2824003;MICROPUNTAS                                                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2826;FOLDERS                                                                                             ;2826001;FOLDERS T/CARTA                                                                                     
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2826;FOLDERS                                                                                             ;2826002;FOLDERS T/OFICIO                                                                                    
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2826;FOLDERS                                                                                             ;2826003;FOLDERS PLASTICOS                                                                                   
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2826;FOLDERS                                                                                             ;2826004;FUNDAS PLASTICAS (TRANSPARENTES)                                                                    
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2828;GOMAS                                                                                               ;2828001;GOMAS DE BORRAR                                                                                     
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2829;GRAPAS                                                                                              ;2829001;GRAPAS 23/10                                                                                        
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2829;GRAPAS                                                                                              ;2829003;GRAPAS 24/6                                                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2829;GRAPAS                                                                                              ;2829004;GRAPAS 26/6                                                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2829;GRAPAS                                                                                              ;2829005;GRAPAS 23/13                                                                                        
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2830;LAPICES                                                                                             ;2830003;LAPICES NEGROS                                                                                      
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2830;LAPICES                                                                                             ;2830004;LAPICES DE COLORES ROJO, AZUL Y VERDE                                                               
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2831;LIGAS                                                                                               ;2831002;LIGAS DE 1 LIBRA                                                                                    
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2833;LIQUIDOS CORRECTORES                                                                                ;2833003;CORRECTOR DE PAPEL EN CINTA                                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2834;MARCADORES                                                                                          ;2834001;MARCADORES DELGADOS                                                                                 
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2834;MARCADORES                                                                                          ;2834002;MARCADORES FLUORESCENTES                                                                            
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2834;MARCADORES                                                                                          ;2834006;MARCADORES GRUESOS V/COLORES                                                                        
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2834;MARCADORES                                                                                          ;2834007;MARCADORES P/PIZARRA ACRILICA                                                                       
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2834;MARCADORES                                                                                          ;2834009;MARCADORES PARA CD'S                                                                                
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2836;FASTENERS                                                                                           ;2836001;MECANISMO VELOZ FASTENERS                                                                           
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2841;NUMERADORES                                                                                         ;2841001;NUMERADOR AUTOMATICO                                                                                
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2842;PERFORADORAS                                                                                        ;2842002;PERFORADORA METALICA GRANDE (P/190 HOJAS)                                                           
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2843;PLASTICO ADHESIVO                                                                                   ;2843002;PLASTICO ADHESIVO P/ROLLO                                                                           
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2848;REGLAS                                                                                              ;2848001;REGLAS DE 30 CM                                                                                     
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2851;SELLOS                                                                                              ;2851001;GOMA PARA SELLO                                                                                     
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2851;SELLOS                                                                                              ;2851011;PLACA DE IMPRESION PARA SELLO AUTOMATICO                                                            
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2852;SEÑALADORES                                                                                         ;2852002;SEÑALADORES PLASTICOS (C/10 UNIDADES)                                                               
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2852;SEÑALADORES                                                                                         ;2852007;SEÑALADORES FLUORESCENTES                                                                           
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2853;TAJADORES                                                                                           ;2853002;TAJADORES METALICOS PEQUE¥OS                                                                        
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2854;TAMPO                                                                                               ;2854001;TAMPO                                                                                               
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2857;TESAS                                                                                               ;2857002;TESA PACK PARA EMBALAJE                                                                             
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2859;TINTAS DE ESCRITORIO                                                                                ;2859003;TINTA PARA TAMPO                                                                                    
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2860;SELLOS                                                                                              ;2860005;SELLO DE MADERA                                                                                     
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2860;SELLOS                                                                                              ;2860015;SELLO PIE DE FIRMA AUTOMATICO                                                                       
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2860;SELLOS                                                                                              ;2860016;SELLO CIRCULAR AUTOMATICO                                                                           
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2860;SELLOS                                                                                              ;2860017;SELLO RECTANGULAR AUTOMATICO                                                                        
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2860;SELLOS                                                                                              ;2860018;SELLO FECHADOR AUTOMATICO (LEYENDA ADJUNTA)                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2860;SELLOS                                                                                              ;2860019;SELLO FECHADOR AUTOMATICO                                                                           
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2860;SELLOS                                                                                              ;2860025;SELLO CIRCULAR AUTOMATICO CON LEYENDA                                                               
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2863;SUJETA PAPELES                                                                                      ;2863001;SUJETA PAPEL TIPO GANCHO (DOBLE CLIP 41 MM)                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2863;SUJETA PAPELES                                                                                      ;2863003;SUJETA PAPEL TIPO GANCHO (DOBLE CLIP 32 MM)                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2863;SUJETA PAPELES                                                                                      ;2863004;SUJETA PAPEL TIPO GANCHO (DOBLE CLIP 25 MM)                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2863;SUJETA PAPELES                                                                                      ;2863005;SUJETA PAPEL TIPO GANCHO (DOBLE CLIP 19 MM)                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2863;SUJETA PAPELES                                                                                      ;2863006;SUJETA PAPEL TIPO GANCHO (DOBLE CLIP 15 MM)                                                         
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2864;OTROS                                                                                               ;2864026;CD´S GRABABLES                                                                                      
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2866;TONNERS  VARIOS                                                                                     ;2866001;TONNER KONICA MAGICOLOR NEGRO A0DK152                                                               
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2866;TONNERS  VARIOS                                                                                     ;2866002;TONNER KONICA MAGICOLOR AMARILLO A0DK252                                                            
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2866;TONNERS  VARIOS                                                                                     ;2866003;TONNER KONICA MAGICOLOR MAGENTA A0DK352                                                             
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2866;TONNERS  VARIOS                                                                                     ;2866004;TONNER KONICA MAGICOLOR CYAN A0DK452                                                                
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2866;TONNERS  VARIOS                                                                                     ;2866005;TONNER KONICA PAGEPRO  5600 - 5650                                                                  
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2866;TONNERS  VARIOS                                                                                     ;2866010;TONNER XEROX PHASER 3045 106R02182                                                                  
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2866;TONNERS  VARIOS                                                                                     ;2866011;TONNER XEROX PHASER 3600 106R01372                                                                  
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2867;CARTRIDGES                                                                                          ;2867010;CARTRIDGE BROTHER LC-1100 NEGRO                                                                     
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2867;CARTRIDGES                                                                                          ;2867011;CARTRIDGE BROTHER LC-1100 CYAN                                                                      
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2867;CARTRIDGES                                                                                          ;2867012;CARTRIDGE BROTHER LC-1100 AMARILLO                                                                  
