cod_grupo;des_grupo;code_categorie;des_clase;ref;label
21;PRODUCTOS DE METAL                                                                                  ;2127;NIPLES                                                                                              ;2127096;"NIPLE GALVANIZADO DE 10 CM. DE 1/2""                                                                 "
21;PRODUCTOS DE METAL                                                                                  ;2141;TORNILLOS                                                                                           ;2141038;"TORNILLO DE ENCARNE 10 X 1""                                                                         "
21;PRODUCTOS DE METAL                                                                                  ;2141;TORNILLOS                                                                                           ;2141043;TORNILLO T2 PUNTA AGUJA 3,5X25                                                                      
21;PRODUCTOS DE METAL                                                                                  ;2153;CHICOTILLOS METALICOS                                                                               ;2153004;CHICOTILLO RIGIDO CROMADO DE 40 CM.                                                                 
21;PRODUCTOS DE METAL                                                                                  ;2162;VARIOS                                                                                              ;2162204;KIT DE REPARACION A-1038-A 3,5 GPF (DIAFRAGMA DE FLUXOR O FLUXOMETRO)                               
21;PRODUCTOS DE METAL                                                                                  ;2162;VARIOS                                                                                              ;2162208;PISPOT METALICO PARA PUERTA                                                                         
21;PRODUCTOS DE METAL                                                                                  ;2170;GRIFOS                                                                                              ;2170004;GRIFERIA MEZCLADORA DE MESON P/LAVAMANOS PICO LARGO                                                 
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2906;CABLES                                                                                              ;2906168;CABLE BIPOLAR AWG N° 16                                                                             
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2906;CABLES                                                                                              ;2906179;CABLE AISLADO DE COBRE BIPOLAR 2X1,50 MM2                                                           
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2906;CABLES                                                                                              ;2906180;CABLE AISLADO DE COBRE BAJO GOMA 3X4 MM2 1KV 90°C                                                   
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2906;CABLES                                                                                              ;2906184;CABLE AISLADO DE COBRE MONOPOLAR 1X6,0 MM2 750V 70°C                                                
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2906;CABLES                                                                                              ;2906199;CABLE MONOPOLAR AISLADO DE CU MULTIFILAR 1X25MM2/750V/70°C                                          
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2907;CONECTORES                                                                                          ;2907058;CONECTOR ZAPATITO #70                                                                               
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2907;CONECTORES                                                                                          ;2907059;CONECTOR ZAPATITO #50                                                                               
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2908;CONTACTORES MAGNETICOS                                                                              ;2908010;CONTACTOR 12A, 1NO+1NC 220VAC                                                                       
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2914;FOCOS                                                                                               ;2914090;FOCO DICROICO 50W/220V 2 PINES                                                                      
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2920;LAMPARAS                                                                                            ;2920021;LAMPARA (FOCO) INCANDESCENTE 60W/E27/220-230V/1000 HRS.                                             
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2920;LAMPARAS                                                                                            ;2920022;LAMPARA (FOCO) INCANDESCENTE 100W/E27/220-230V/1000 HRS.                                            
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2924;PILAS (BATERIAS)                                                                                    ;2924018;PILAS ALCALINAS AA                                                                                  
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925033;REACTANCIA ELECTRONICA P/TUBO FLUORESCENTE 2X18 - 20W/220-240 V/50 HZ                               
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925034;REACTANCIA ELECTRONICA P/TUBO FLUORESCENTE 1X36 - 40W/220-240 V/50 HZ                               
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925035;REACTANCIA ELECTRONICA P/TUBO FLUORESCENTE 2X36-40W/220-240V/50HZ (EB-C 236 TLD 220-2)              
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2933;TUBOS FLUORESCENTES                                                                                 ;2933030;TUBOS FLUORESCENTES T5 DE 80W-6250 LUMENES                                                          
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2933;TUBOS FLUORESCENTES                                                                                 ;2933031;TUBO FLUORESCENTE 40W/LUZ DIA/T10/220V                                                              
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2933;TUBOS FLUORESCENTES                                                                                 ;2933032;TUBO FLUORESCENTE 20W/LUZ DIA/T10/220V                                                              
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2936;DUCHAS                                                                                              ;2936005;DUCHAS ELECTRICAS 5500 - 6800W - TENSION 220V                                                       
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2937;FLOTADORES                                                                                          ;2937002;FLOTADOR ELECTRICO MAC-3                                                                            
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942085;CORTAPICO                                                                                           
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942208;TERMOMAGNETICO CLASE C 16A/1PO/10KA DE PODER DE CORTE RIEL DIN                                      
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942288;"PLACA MODULAR TOMACORRIENTE MULTIPLE DOBLE NEMA SOBREPUESTO 2X4""/15A/250V                           "
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942290;PULSADOR DE TIMBRE PARA SOBREPONER                                                                  
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942296;LUMINARIA DE EMERGENCIA 90 LEDS ADOSAR                                                              
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942314;"PLACA MODULAR TOMACORRIENTE MULTIPLE DOBLE NEMA SOBREPUESTO 2X4""/15A/250V                           "
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942316;MODULO DE CONTACTOS AUXILIARES                                                                      
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942334;CLAVIJA TIPO NEMA C/TOMA A TIERRA 2P+T/16A                                                          
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942336;TEMPORIZADOR AEG 6-60S 220V 50HZ                                                                    
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2946;DUCTOS                                                                                              ;2946017;CABLE DUCTO - CANALETA 20X15 MM C/AD. X 2 MTS.                                                      
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2947;CINTA ADHESIVA                                                                                      ;2947005;"CINTA AISLANTE 20Y - 3/4""                                                                           "
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3207;REPUESTOS PARA ASCENSORES                                                                           ;3207088;VENTILADOR MICONIC 10 CPU                                                                           
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3207;REPUESTOS PARA ASCENSORES                                                                           ;3207089;VENTILADOR DE TABLERO DE TRACCION                                                                   
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3221;VARIOS                                                                                              ;3221009;"FILTRO PARA GAS NATURAL CUERPO DE ALUMINIO CON CONEXION ROSCADA 1 1/2""                              "
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3221;VARIOS                                                                                              ;3221010;HORÓMETRO DE 220VAC. CON CONTADOR MECANICO                                                          
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3221;VARIOS                                                                                              ;3221011;PRENSA ESTOPA PARA BOMBA DE AGUA FORJADA EN ALUMINIO                                                
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3221;VARIOS                                                                                              ;3221012;PINES DE ACIPLE DE BOMBA                                                                            
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3221;VARIOS                                                                                              ;3221013;GOMA DE ACOPLE DE BOMBA                                                                             
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3221;VARIOS                                                                                              ;3221014;"VALVULA SOLENOIDE PARA GAS NATURAL CONEXION 1/2""                                                    "
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3221;VARIOS                                                                                              ;3221016;ACOPLE PARA MOTOR ELECTRICO A BOMBA DE AGUA FORJADA EN ALUMINIO                                     
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3221;VARIOS                                                                                              ;3221018;CONTACTOS DE FIN DE CURSO                                                                           
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3221;VARIOS                                                                                              ;3221019;RELE RELEQUICK RMSL-T C/LED/BOTON PRUEBA 8 PIN CONT. 230VAC                                         
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3221;VARIOS                                                                                              ;3221020;CONDENSADOR DE TRABAJO DE 50MFD 440V                                                                
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943001;ALAMBRE DE AMARRE                                                                                   
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943008;CLAVO DE CONSTRUCCION DE 1 1/2 PUL                                                                  
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943021;PERCIANA REPUESTO CARRITOS ARISTA                                                                   
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943024;PERCIANA REPUESTO SEPARADOR DE HOJAS                                                                
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943049;PINTURA SINTETICA COLOR AZUL (3,5 LITROS)                                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944020;COPLA GALVANIZADO DE 3/4 PUL                                                                        
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944059;NIPLE GAL. DE 1/2 PUL X 11 CM DE LARGO                                                              
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944085;REJILLA CROMADO PARA CAJA SIFONADA                                                                  
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944111;MANGUERA REFORZADA P/BOMBA DE 4 PUL                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944181;"CAÑERIA FG DE 3/4""                                                                                  "
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945008;CABLE BIPOLAR # 2 X 10                                                                              
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945037;FOCO DICROICO CON PIN DE 12 VOL. 50 W MR 16                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945062;RESISTENCIA PARA DUCHA 200 V 6400 W (6800 W)                                                        
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945091;FOCO PEQUEÑO DE 220 V 25 W ROSCA MUÑON                                                              
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945096;CHICOTILLO P/CABLE DE 20 CTM DE LARGO                                                               
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9946;DMMI - CALEFACCION                                                                                  ;9946041;ACEITE SAE 15W40                                                                                    
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949001;ESPONJA P/LIMPIEZA DE CASILLEROS                                                                    
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949008;REMACHE POP DE 3,2 X 14 PUL                                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949045;TORNILLO CHIP DE 5 X 20 MM                                                                          
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949048;TORNILLO ENCARNE DE 1/8 X 1/2 PUL                                                                   
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949049;TORNILLO ENCARNE DE 1/8 X 1 PUL                                                                     
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949055;TORNILLO DE ENCARNE DE 3/16 X 1 1/2 PUL                                                             
