cod_grupo;des_grupo;code_categorie;des_clase;ref;label
21;PRODUCTOS DE METAL                                                                                  ;2162;VARIOS                                                                                              ;2162178;ANGULAR 1/8 X 1 1/2                                                                                 
21;PRODUCTOS DE METAL                                                                                  ;2170;GRIFOS                                                                                              ;2170001;GRIFERIA MEZCLADORA DE MESON PARA LAVAMANOS DE PICO LARGO                                           
21;PRODUCTOS DE METAL                                                                                  ;2170;GRIFOS                                                                                              ;2170003;GRIFO LLAVE FINAL CROMADO PARA LAVAMANOS PICO LARGO                                                 
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2906;CABLES                                                                                              ;2906169;CABLE MONOPOLAR DE CU MULTIFILAR 2.5 MM2.                                                           
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2914;FOCOS                                                                                               ;2914081;FOCO CLARO INCANDECENTE E-27 DE 60 W 220 V                                                          
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2914;FOCOS                                                                                               ;2914083;FOCO AHORRADOR MINI ESPIRAL DE 19 W/E27, LUZ 2700 K/IRC80/8000 HRS 220-240 V/1100                   
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2914;FOCOS                                                                                               ;2914087;FOCO DICROICO 50W - 220V                                                                            
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2920;LAMPARAS                                                                                            ;2920019;LAMPARA VAPOR DE SODIO DE 70W/E27/220V TUBULAR CLARA                                                
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2922;LUMINARIAS                                                                                          ;2922044;LUMINARIA (TIPO INDUSTRIAL)                                                                         
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2922;LUMINARIAS                                                                                          ;2922045;LUMINARIA CON TECNOLOGIA LED 32W-30X30X5 CM. LUZ CALIDA 220-230 V.                                  
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2922;LUMINARIAS                                                                                          ;2922046;LAMPARA LED DE 15W/E27/220 V, LUZ CALIDA                                                            
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2924;PILAS (BATERIAS)                                                                                    ;2924018;PILAS ALCALINAS AA                                                                                  
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925027;REACTANCIA ELECTRONICA 2X20W/220-240V                                                               
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925028;REACTANCIA ELECTRONICA 2X40W/220-240V                                                               
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925029;REACTANCIA ELECTRONICA 1X40W/220-240V                                                               
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2933;TUBOS FLUORESCENTES                                                                                 ;2933025;TUBO FLUORESCENTE T10 O T12, 40W/220V/STANDART/LUZ BLANCA                                           
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2933;TUBOS FLUORESCENTES                                                                                 ;2933026;TUBO FLUORESCENTE T10 O T12, 20W/220V/STANDART/LUZ BLANCA                                           
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942201;"PLACA MODULAR TOMACORRIENTE SIMPLE SCHUKO 2X4"" 16A/250V                                             "
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942202;CLAVIJA NEMA 10A/250V                                                                               
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942203;CLAVIJA P/TOMACORRIENTE SCHUKO 16A/250V                                                             
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942208;TERMOMAGNETICO CLASE C 16A/1PO/10KA DE PODER DE CORTE RIEL DIN                                      
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942228;CONTACTOR ELECTRICO (5,5 KW/380 VAC/50-60 HZ/1CTO NA/DILM12-10)                                     
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942229;CONTACTO AUXILIAR PARA CONTACTOR ELECTRICO MONTAJE FRONTAL 1NA/1NC DILM32-X                         
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942263;"PLACA MODULAR TOMACORRIENTE DOBLE NEMA SOBREPUESTO 2X4"" 10A/250V                                    "
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942285;KIT ELECTRICO P/LAMPARAS DE VAPOR DE SODIO                                                          
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2946;DUCTOS                                                                                              ;2946015;CABLE DUCTO 20X15MM C/ADHESIVO X2MTS                                                                
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2947;CINTA ADHESIVA                                                                                      ;2947005;"CINTA AISLANTE 20Y - 3/4""                                                                           "
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3201;REPUESTOS VARIOS                                                                                    ;3201779;BATERIA PARA INODORO                                                                                
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943017;LIJA DE MADERA #60                                                                                  
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943021;PERCIANA REPUESTO CARRITOS ARISTA                                                                   
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943024;PERCIANA REPUESTO SEPARADOR DE HOJAS                                                                
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943027;PINTURA COLOR AMARILLO SINTETICO (3,5 LITROS)                                                       
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943038;RODILLO DE PINTAR MARCA TIGRE                                                                       
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943047;PINTURA ANTICORROSIVA CAOBA (18 LITROS)                                                             
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943049;PINTURA SINTETICA COLOR AZUL (3,5 LITROS)                                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944016;COPLA GALVANIZADO DE 1/2 PUL                                                                        
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944019;COPLA GALVANIZADO DE 1 PUL                                                                          
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944038;LLAVE DE PASO FV DE 1 PUL                                                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944075;FLUXOMETRO EXPUESTO CODIGO # 111                                                                    
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944095;UNION UNIVERSAL GAL. DE 1 PUL                                                                       
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944107;JUEGO REPARACION DE TOPE DE CONTROL H-541 A                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944109;JUEGO VALVULA B-51-A (PNDLE REPAIR KIT)                                                             
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944114;NIPLE EXAGONAL DE 1/2 PUL                                                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944145;MEZCLADORA DE MESON MONOBLOK CUELLO DE GANZO P/LAVAPLATOS                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944146;MEZCLADORA DE PARED CUELLO DE GANZO P/LAVAPLATOS (EJE 20 CM)                                        
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944147;MEZCLADORA DE MESON CUELLO DE GANZO (DOS ORIFICIOS EJE 20 CM)                                       
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944164;SIFON DE PVC DE 2 PUL E=40 PARA LAVAPLATOS                                                          
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944165;EMPAQUETADURA ANCHOR (SELLO ANTI FUGA P/INODORO)                                                    
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944170;CINTA TEFLON DE 3/4                                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944182;"CAÑERIA FG DE 1""                                                                                    "
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945006;CABLE BAJO GOMA DE 3 X 12                                                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945009;CABLE BIPOLAR # 2 X 12                                                                              
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945029;FOCO TIPO REFLECTOR 220 V. 100 W. E-27                                                              
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945033;FOCO CLARO INCANDECENTE DE 60 W 220 V                                                               
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945037;FOCO DICROICO CON PIN DE 12 VOL. 50 W MR 16                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945051;INTERRUPTOR EN PLACA DOBLE                                                                          
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945059;REACTANCIA CON ARRANCADOR DE 220 V 20 W                                                             
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945062;RESISTENCIA PARA DUCHA 200 V 6400 W (6800 W)                                                        
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945065;SOQUET DE FOCO PORCELANA                                                                            
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945076;RESISTENCIA PARA DUCHA 200 V 5400 W                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945091;FOCO PEQUEÑO DE 220 V 25 W ROSCA MUÑON                                                              
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945104;LAMPARA INCANDESCENTE DE 100W                                                                       
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945106;TUBO FLUORESCENTE T10 O T12 40W/220V/STANDAR/LUZ BLANCA                                             
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9946;DMMI - CALEFACCION                                                                                  ;9946041;ACEITE SAE 15W40                                                                                    
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9946;DMMI - CALEFACCION                                                                                  ;9946043;MATERIAL P/FILTRO DE AIRE (ANCHO 1,3 MTS)                                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9947;DMMI - CARPINTERIA                                                                                  ;9947002;BRAZO PARA PUERTA YALE 2000                                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9947;DMMI - CARPINTERIA                                                                                  ;9947011;LIJA DE MADERA # 100                                                                                
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9947;DMMI - CARPINTERIA                                                                                  ;9947015;LIJA DE AGUA # 80 EN HOJAS                                                                          
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9947;DMMI - CARPINTERIA                                                                                  ;9947021;TOPE DE PUERTA MAGNETICA                                                                            
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9948;DMMI - ELECTRONICA                                                                                  ;9948006;CABLE DE 4 HILOS PARA TELEFONO                                                                      
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9948;DMMI - ELECTRONICA                                                                                  ;9948012;CONECTORES RJ # 11                                                                                  
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9948;DMMI - ELECTRONICA                                                                                  ;9948013;CONECTORES RJ # 45 PARA RED                                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9948;DMMI - ELECTRONICA                                                                                  ;9948038;ROSETA PARA TELEFONO DE 2 SALIDAS RJ 11                                                             
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949008;REMACHE POP DE 3,2 X 14 PUL                                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949027;TORNILLO DE ENCARNE DE 1 1/2 PUL X 7 MM                                                             
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949035;TORNILLOS ROSCA PAN CON TUERCA DE 6 X 25 MM                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949054;TORNILLO DE ENCARNE DE 3/16 X 1 1/4 PUL                                                             
